isin,year,total_revenue,cfo,cogs,total_debt,capex
SE0000293656,2000,3166018340.2067056,631042068.9543247,1454442728.4505007,2462025330.8585753,581197181.0321748
SE0000293656,2002,3349648224.250054,254985763.86411795,1432023535.2856169,2395333145.552316,104757532.24468328
SE0000293656,2005,1120158801.4387121,242937479.23951185,868471124.0665553,522983782.15167814,151645685.62548137
SE0000293656,2006,1509007678.6846955,1350756865.3016376,839639124.1461492,4092192415.4449005,197205854.08908567
SE0000293656,2007,2062858490.6414273,1598244611.3694472,963292570.7568974,3393592354.5172515,219591305.8788441
SE0000293656,2008,1843980632.1454105,-129549151.77017044,1281311203.2323797,1536600682.6691957,551649419.3527311
SE0000293656,2009,1627787790.3794193,-65646295.98783001,726157071.6108352,469467130.02876437,88432646.80857337
SE0000293656,2015,2061081731.5499783,168314617.94106486,1565547208.0974088,902905754.510238,246605009.54408088
SE0000293656,2016,2180182649.3462234,-82818018.24883421,1248856040.5582247,3027400661.855809,417679190.8928237
SE0000293656,2021,3531803500.774584,354355016.39424735,1688289226.7303977,2590793580.4216714,842307780.5310531
SE0000304750,1998,1121378580.3013055,1330281768.0927503,725295890.8964798,4361753230.069827,769074377.4372337
SE0000304750,2001,494507742.69470465,364055689.6859099,362335782.0776157,1527404109.7883873,379465196.3106881
SE0000304750,2002,3819996010.3024683,1258558809.8809967,1707584544.762698,718176075.1247481,209735040.3937929
SE0000304750,2003,3011339153.732039,1190380161.544096,1548581663.3309715,602662456.5180807,508193500.5171608
SE0000304750,2005,320570862.0629686,237872030.24267298,236949521.9818187,517315964.300181,194806482.38088742
SE0000304750,2006,1281365049.009199,272390744.6342577,804739809.0936023,536295006.3469652,62391752.187269986
SE0000304750,2007,2040277460.6300225,50147037.083175264,1350928363.9643774,851653019.0958211,296071709.1123753
SE0000304750,2008,1319406379.436291,652037488.3802446,696403792.063577,1634232289.7798915,388419083.8823264
SE0000304750,2009,2354092795.0322046,855357204.859529,1266709446.727181,3462711800.3157706,291705028.171043
SE0000304750,2010,194189059.33900452,92906898.89912648,139623475.86869913,311700154.58263135,37771889.40820896
SE0000304750,2011,921481365.8761784,1514732897.9201891,508093856.3259039,4660470775.770787,661644238.4866416
SE0000304750,2012,5790328418.961504,-114157865.68581587,4029278519.5851426,1914677889.9457893,220468528.4550994
SE0000304750,2013,2538967617.1570973,79856992.92255364,1889358674.187046,2775440905.0221,567186624.7796389
SE0000304750,2014,1304424834.8219213,527070991.88190573,958244890.2483155,2474469224.841532,118306138.47674632
SE0000304750,2015,5051376617.80041,-438959144.0170619,2132155044.3163548,1918299452.4217403,785575096.6464808
SE0000304750,2017,1152438375.1547408,261340815.07268247,833844140.1829108,816186229.6922284,100205296.83212434
SE0000304750,2018,2020414418.718007,286782875.5341114,985582506.439164,1729368218.5063317,125300233.75315228
SE0000304750,2019,3283084046.4067507,-141025761.58524132,2217780499.9718337,2436069845.2280526,551795747.1118131
SE0000304750,2020,1876118523.0641556,1303527368.1598575,1015906757.2947952,793680293.1420141,547746790.448472
SE0000304750,2021,6865181939.923697,243083149.14348394,4141120522.7063584,3239251790.7930884,1108904266.366644
SE0000304750,2022,4601386409.275244,898417491.8156374,1932733337.7773936,4281135183.2354293,886960560.8095533
SE0000308017,2000,3526569350.73716,1006745460.2249275,2468445297.1212096,3157399312.374466,491751383.1153602
SE0000308017,2004,351495766.26451963,35605266.60431296,263545526.12334025,347201489.163618,112779382.45893127
SE0000308017,2005,2547830200.8630366,-81917470.50228687,1246308658.737207,909339179.8217899,547901110.1461084
SE0000308017,2012,1204301980.279545,-128055003.07283753,586765424.3538346,1284729211.4911242,508099894.73682076
SE0000308017,2016,3079427504.1784263,628905724.1860595,2062934141.596891,3592766453.3821917,593580085.1095375
SE0000308017,2017,513530136.15064925,217233105.44173568,314698735.0797699,1441043700.4847605,430775859.48450816
SE0000308017,2020,2200465798.3201637,477739757.76843655,1211844536.184725,974139240.626675,438144532.8591512
SE0000308017,2022,1183252404.4625013,122126009.9511053,896720635.317557,238262342.81408256,140512438.45489368
SE0000308272,1998,914823163.3469703,379814186.73622054,467300861.82676744,754936158.683606,175591412.13270745
SE0000308272,2001,959095775.6716628,-28207000.432183508,413191681.9034591,1882678882.4003458,501330062.8194553
SE0000308272,2002,2988428387.132454,840806886.8515009,2025643727.7240684,1375120475.0496924,531234284.3734482
SE0000308272,2003,1211731339.2760174,-107626899.71243206,618631774.0383669,1862672906.6092322,206502185.9854112
SE0000308272,2006,7379728879.158332,681190274.4900585,3003316161.106496,1158407234.5305753,1220743103.5407271
SE0000308272,2008,3045304927.1831093,73566050.90744427,1605739752.1622405,2202929994.203427,638183382.884174
SE0000308272,2010,6028589926.039769,1447723139.980864,4029842651.151097,5387289732.4488125,1047961889.5090132
SE0000308272,2012,7069420889.624216,1693970491.0443354,3506897325.496157,3176607215.092834,344365378.5422013
SE0000308272,2015,2278821755.1277533,339619633.6927421,1086561530.6783395,1457510203.9170926,615767777.0713811
SE0000308272,2018,1094722951.595891,559156899.959851,548700143.2552829,1682986361.6766565,332182582.63098633
SE0000308272,2019,1235239416.0126138,288477429.67760265,528381020.4784392,485679485.58551896,211976059.5403176
SE0000308280,1997,2053254395.7421656,-88270696.57938507,1591844087.9093463,953924728.5417336,363442219.89324504
SE0000308280,1998,2493267890.57849,503566968.7123189,1698036356.4728932,970022652.2773473,721758219.5636909
SE0000308280,1999,1863117174.8450625,898331454.716662,1265596143.5132267,2693312464.9452276,320924931.15191776
SE0000308280,2001,1937738947.4964416,258390494.1533215,1350142029.354286,1875684593.564854,486667760.62517947
SE0000308280,2003,3783290465.9869685,129668817.29077348,1766288910.01781,4652511401.676512,323799005.121167
SE0000308280,2004,3067471235.286793,-167453588.24680823,1741696670.6551864,1843964063.6601381,417934690.77923036
SE0000308280,2005,1399214832.8146026,660712296.4942621,890790175.8450216,2156502294.130339,409445024.86277056
SE0000308280,2006,3620821529.64126,1247730019.0146348,2380978106.5304756,2504024091.9053035,433028082.4943812
SE0000308280,2007,4056487347.3676715,330502360.1025873,2340208639.1385555,1334556312.233837,574337773.8698714
SE0000308280,2008,5585351211.426548,118628374.1983369,3675180053.029077,768439969.2249117,433466450.25915885
SE0000308280,2009,2616232310.437651,211285348.46396524,1843381971.8119917,2576978431.2341795,247844500.76169902
SE0000308280,2010,3635127911.7254586,570689171.8724182,1601054890.5315652,3294038469.9748783,709319557.1504849
SE0000308280,2013,2629505282.9552073,806021498.095423,1427425352.423184,3324894422.1784244,188371211.3676201
SE0000308280,2016,582035213.5179518,291036504.7853853,376749229.346653,1857343595.4883256,178656834.0248627
SE0000308280,2017,1656940447.8928828,92626543.11929025,987069665.3773477,295927056.77262884,52756245.97400052
SE0000308280,2018,1602535261.8633194,296668774.98137057,1051477790.9685951,1670282657.1707706,586268503.4365355
SE0000308280,2020,3780982820.7332687,-13495908.65397159,2371146143.2405834,3326308783.8667846,1008162050.769684
SE0000308280,2021,389636281.59619933,201104267.01106364,300324707.98727983,934727198.7328588,302289676.5919308
SE0000310336,1999,3654111124.616264,1231835481.4726112,2702612437.4188547,971286470.2474341,529132180.4192146
SE0000310336,2001,1574924336.1208274,538121183.1407975,965052344.8927555,1699870838.2544546,651214795.6600797
SE0000310336,2002,5794439918.129615,199436125.72026807,3596290537.78072,4676849442.878983,1262959124.0693946
SE0000310336,2004,6097493276.679106,654986454.1324134,4742401584.583674,2409916591.5359545,988669041.4909865
SE0000310336,2005,4116894557.4584565,1140291033.0300355,3285339791.961046,2000463779.9253197,934624853.0108708
SE0000310336,2006,1105273128.3501391,337808899.6902918,630538452.7909142,506929766.3741033,76715511.25772399
SE0000310336,2007,2784661329.5559807,414348339.08377075,1216862667.4639833,1255457662.2187335,281712587.0535222
SE0000310336,2008,1558970614.0322516,244133976.38598147,800600769.7297416,1494505122.4114592,374500642.1759241
SE0000310336,2009,5518389926.229944,433277080.5655748,3901461847.093033,1565116331.5424957,463777781.43361557
SE0000310336,2010,4470091729.293231,-224751665.38993287,2714219098.7525163,2306317731.599754,1013582358.6402984
SE0000310336,2011,7863118647.628617,1963575386.4331424,5478959958.180562,2569337141.8899503,524139924.0018576
SE0000310336,2012,1549229826.9730422,403711187.3578798,1146061438.6739814,1350419266.1346054,86741247.49987043
SE0000310336,2013,603010589.0475864,204008049.4397585,369572967.721122,503036123.52688324,191905312.43275595
SE0000310336,2014,1049406224.0883324,91481788.87405851,676405672.1282301,1612665510.9008064,83522715.39270233
SE0000310336,2016,900185694.4025757,32298542.056057885,535250443.8984198,392315121.3168613,485680125.55882937
SE0000310336,2018,3977019232.095772,1081814978.09431,3068283279.385958,2841427483.977837,350180828.0757042
SE0000310336,2019,1121046202.9450188,-39607175.85454944,735158432.665979,329163635.42669255,215769550.3332781
SE0000310336,2020,1445730715.6773963,782089629.7952518,942987890.4362823,2301780585.806575,144041546.41921902
SE0000310336,2021,2247627775.308886,464841016.3010241,1589311069.3856883,578514474.7263504,357598138.3920841
SE0000310336,2022,1225451128.6211722,527790866.7940472,584576890.9657301,1049201024.2322519,246903697.46496692
SE0000310690,1998,1039605427.4214808,-73713898.66928466,444349642.1811177,903401239.165836,182932481.28946722
SE0000310690,2002,4408919409.754941,-47794733.28613511,1859764603.5746999,3280324833.55973,1128081074.1288676
SE0000310690,2003,1115952073.4475992,274125501.94361085,475286080.5737518,2863562625.5531855,700090053.7201413
SE0000310690,2004,2335808293.581955,389745939.0282817,1424668549.9700773,1903977046.9774363,552876073.0768601
SE0000310690,2005,545545000.9012227,-25390983.312249925,382832248.84475017,218111171.38598755,77609099.16744323
SE0000310690,2006,3297932536.849421,268383971.98804945,1699126133.7600236,1636251215.730635,445579292.4017163
SE0000310690,2008,5524661258.029989,1381146077.9127254,3731767453.7309666,1697567696.8953729,858594012.866616
SE0000310690,2010,598224140.4651136,14064331.149878778,352912565.8739894,615952518.3932524,58736843.50353947
SE0000310690,2011,1989909858.2782466,512498893.60404915,1083904248.6075528,2298286079.40734,972298991.7257255
SE0000310690,2013,5342285036.0932255,539110107.864268,2595540370.2749505,5175452722.797197,790893268.1242315
SE0000310690,2014,768475573.0873662,497767059.5199336,485934813.9029693,975001727.2700077,362558266.85064244
SE0000310690,2015,2768346252.6265926,460209150.2618426,2045685447.4190366,1552685816.5203993,300012752.09391445
SE0000310690,2016,2207635371.1796913,371379342.8851116,1341139329.4480274,1682804478.979294,591397887.925545
SE0000310690,2017,294982839.8026003,36649910.94563526,168024196.08728722,420890094.5207502,34805486.61789504
SE0000310690,2018,635671622.9379244,63631085.66803164,406927748.4492605,1017722750.6730889,144302266.94718793
SE0000310690,2019,2134282014.603834,70352508.49742925,1414584860.959341,2720867384.6370754,650559771.5935599
SE0000310690,2020,4852556879.389408,608049144.0299499,3008658852.431632,1231384384.7718127,778739238.7735714
SE0000310690,2021,442466479.7756078,609388747.4556009,185241223.1125538,477542805.1495371,428453906.0995098
SE0000311359,1998,4004633301.922388,1370213204.3187337,3021010508.842738,3751622720.5076766,290235281.1096178
SE0000311359,2000,3510138518.1236725,577775627.7027123,1589081030.3173146,2662887545.1727505,203340388.03035152
SE0000311359,2003,2036154624.0030096,-73651438.76774405,1234730818.7134626,1490239189.3992517,93496675.38597338
SE0000311359,2006,2735374761.924841,565089425.7207234,1959015266.0975115,1870979462.0355337,612258139.8837291
SE0000311359,2008,1752262236.8768973,501456025.34129995,1384563025.842147,1445729500.362013,220551531.60159597
SE0000311359,2009,2681729343.366247,446461889.2529132,1434718945.5527973,3078590781.0334873,709489485.7638559
SE0000311359,2011,5031356229.342044,115105398.4446843,2163661471.9816318,993328566.5991849,510160976.62839377
SE0000311359,2013,3748557242.6476865,127468809.39661327,1502537148.1925015,2367524314.820961,607598542.8555863
SE0000311359,2014,445266991.0698417,42091550.91852055,351503499.2492033,161566897.34871805,85925251.4843941
SE0000311359,2017,4872785660.4700165,-414697378.2641637,3435606608.1482778,5111285406.88868,720512987.2996321
SE0000311359,2018,1360379327.7605057,1409044946.5328093,1037644165.408133,4805163786.408285,631620076.0979173
SE0000311359,2021,6086674712.918271,1177092293.8447373,3418590647.443765,1855552692.417605,631695953.8648514
SE0000311359,2022,2462728995.2197137,164596574.90703797,1665309703.0919847,1605837578.7903583,409357981.51061934
SE0000311417,1997,5662021367.965875,920263810.9343911,3528855299.4868255,4456361746.237086,690023571.152224
SE0000311417,1998,5345347887.087848,1704650602.5555897,2742603335.8762937,3491315185.229318,1130035842.3710642
SE0000311417,1999,2615744082.213992,75503022.864051,1372460588.3790507,416393264.9745206,245006560.12415946
SE0000311417,2002,1500244133.93916,-167857206.24130636,943721299.6484138,3012158330.387568,739534748.3731117
SE0000311417,2004,3382813038.1073675,-27549324.577789728,2293926850.0455136,1114155313.014475,592238177.0769224
SE0000311417,2006,1779656214.8454394,151478329.55694756,784081210.099381,1821862480.5377197,559652749.1902831
SE0000311417,2007,201701637.00625205,-51588892.5483616,86726697.04429643,191157709.52824375,102284635.87407227
SE0000311417,2009,877004105.6056669,217226761.1684329,641953712.0567784,977310228.0156403,300939385.8172177
SE0000311417,2010,4241103566.621593,1006168753.2618566,2929353337.92461,5830150225.618202,211875601.0101741
SE0000311417,2011,3815797598.9074926,597308607.9843488,1790574443.2711163,1576581775.6096773,337389637.50507313
SE0000311417,2014,2714444215.4845433,-253134721.268243,1510262267.7246213,1924248827.3108861,859465568.4674004
SE0000311417,2017,3131242875.8576627,478132614.9803157,2217065389.678701,3938597444.2013807,411927398.9331379
SE0000311417,2018,2473323240.5729136,284986524.79786456,1976866472.716713,1379313438.194579,171945360.82725397
SE0000311417,2019,247250567.28067097,-7119598.636287516,156662262.8991876,85618720.24870631,47996427.488243945
SE0000311417,2020,592355378.8558002,162273115.01971978,296261892.0002185,476891206.13497525,76158057.65226822
SE0000311417,2022,4878322413.99307,1064543265.7814528,3779142114.1509085,3247692066.72287,666214833.9173363
SE0000311615,1998,2725239535.381376,518347246.94128656,1497166272.376494,2748356693.0693617,231010164.06299552
SE0000311615,1999,646455584.4985862,-28377012.64202312,297551369.691359,1480844678.1073027,108721292.76039113
SE0000311615,2000,2316478576.2923174,620265615.8650473,939975506.7895031,3590114824.485332,1310235211.156256
SE0000311615,2001,416419417.6619214,374645504.1782727,193741432.05223274,1258591703.0411994,166822414.33521703
SE0000311615,2004,1225051813.062881,30981697.191252615,583432156.8706006,1440177091.6484845,213455952.46679538
SE0000311615,2007,4549893252.126065,185863899.74553007,1993132796.2802436,4383119195.274239,599468448.7997972
SE0000311615,2008,2163059359.8245234,551834151.4216563,899134683.9150473,976792470.4142781,490590002.22361124
SE0000311615,2009,3203450022.039564,1090466412.615697,1335316723.4635165,3096704739.083373,714471360.572971
SE0000311615,2011,1762209401.3269129,62267636.68282772,799592955.8911719,1576327795.7160194,419915783.0867081
SE0000311615,2012,3668398552.099328,816852542.5719677,2578704166.675588,1972296399.0506186,540846379.1953866
SE0000311615,2015,7078006388.395381,-343828180.9681194,3017617598.1728997,4941021311.61582,1358547980.5041583
SE0000311615,2016,4043605209.5173793,-350678134.0059878,1930811264.4241009,2534448098.430603,703564476.989573
SE0000311615,2021,642717241.1266603,-5352306.636066838,499225936.9571304,856043580.9572098,222273691.3293584
SE0000312043,1997,741649405.705084,-78093420.75019464,574516880.4323167,603249137.8310062,45339317.2640086
SE0000312043,1999,5142007746.4825,396077925.73402345,3264450874.3594627,5852027682.322411,1378348912.2548885
SE0000312043,2000,685903238.0477949,311176739.11875695,395449444.7441529,983405162.8671961,237222631.45370257
SE0000312043,2001,3500585874.667377,190058180.57050288,2356063158.7150264,1826181593.6401172,435458514.91601616
SE0000312043,2003,983088573.4834976,200061191.5919889,567197492.8570923,737287268.1302159,176951266.04236186
SE0000312043,2005,3008812928.054949,1278258520.456776,2392121157.0896363,4577273105.437115,1408840913.3911488
SE0000312043,2006,2915355844.957967,472175412.75152844,1840854693.2446332,3390604934.234889,156981045.1328734
SE0000312043,2007,2050442857.1724343,276649482.71845806,894922258.5580481,1926258581.2266846,465532956.5521467
SE0000312043,2008,1314865735.2673824,1247757494.4132802,741548399.4218895,4653401208.160569,286119807.5141261
SE0000312043,2009,354204630.0967505,72513631.50044025,227660077.16612405,335928027.5676278,18352804.10062429
SE0000312043,2010,673409681.433975,-31822986.094659425,407238908.47369397,259416756.84751529,46273020.64763945
SE0000312043,2011,809376740.8416275,135550766.7848468,580744238.340152,379707771.65790415,292182067.29345363
SE0000312043,2013,6098992329.957626,280326943.8614752,2807213192.5581226,1156366796.5329592,1051048337.9479849
SE0000312043,2014,935279021.5432757,73463093.6821698,416991943.75184524,201238438.1295578,111456472.49505793
SE0000312043,2015,86480691.58617929,48888029.19879898,58277996.405415684,57507963.18369503,12062951.148652686
SE0000312043,2016,2042545926.7812662,-245576505.67513943,1461159393.8894844,5138336478.143363,1363232007.4566548
SE0000312043,2017,358038373.56572115,480161.70217886224,185950768.6746479,615270599.8929799,66921823.8119593
SE0000312043,2018,321381198.44108725,331861223.3063726,228347620.7529163,620337572.4860624,216618925.44082597
SE0000312043,2019,4058267647.527377,1138824337.18055,3099078820.688539,2200515656.81954,439449146.2901683
SE0000312043,2020,3002139228.284093,-25961465.344717786,2041407808.9001787,2307556410.5588913,452203578.70498294
SE0000312043,2021,1995365079.3535917,438708031.8969831,1233275740.3643878,1007677163.7259156,418256680.73640865
SE0000312043,2022,1214320721.2848532,593131891.6167595,704158261.632192,577582533.1216446,268389117.67703325
SE0000314155,1998,4441078235.112111,-281492502.60116976,3440358908.3631783,3366349393.0838733,487811815.1543231
SE0000314155,1999,4599772442.009322,1236116126.679677,2051585343.0147018,3234912854.6961794,177293491.36400005
SE0000314155,2000,1605631906.1515899,61216720.26388619,807865613.8940142,1466966213.7272367,314793400.30612624
SE0000314155,2001,694409961.5907367,246948812.27325597,513284376.3085505,1396093906.5607433,83076604.44013903
SE0000314155,2003,3075853014.844036,510755770.7162647,2193021591.802496,2584223170.876866,314383658.4986502
SE0000314155,2005,228286647.0459027,101368526.62479238,113179165.13732213,239966082.65063965,67604602.87009393
SE0000314155,2006,5867211388.126995,-41402973.97001394,3311500824.5937285,3001485571.687896,1352312772.8422318
SE0000314155,2007,1420913664.7224526,64875362.04811082,589921208.6168025,407010001.23381364,107387849.09082662
SE0000314155,2008,2201235447.5910025,839106237.2068198,1002711761.1539328,3602521301.550794,583358652.7231872
SE0000314155,2010,3691659864.5266533,713897451.2202009,1746643060.7833276,3484334293.1157174,943346363.1742064
SE0000314155,2011,878386417.0064076,180720334.32943127,384415824.1179736,407579770.8001154,198337394.58598772
SE0000314155,2012,4849306893.219283,1812734008.533909,3186228493.31086,3540873083.4397216,233308119.13246134
SE0000314155,2014,1296675024.9924328,-56795639.9040408,660048355.5929937,1298098549.9130576,244634749.4283745
SE0000314155,2017,647173813.795558,207103106.32631734,463210526.38257235,704950814.7328874,350707073.68175256
SE0000314155,2018,5246545799.651939,292041867.45874757,2494267512.482242,1910771203.4088342,907271121.1278565
SE0000314155,2019,2943480888.0713744,710513826.8345208,1329729173.4030318,958938273.00744,451649364.1856533
SE0000314155,2020,2758348668.9773564,275094180.18184334,1554652669.0606363,1825971184.387989,488785709.23210585
SE0000314155,2021,3490039028.285922,601034561.5275507,1926745495.7013144,3409522226.838501,846022956.9709791
SE0000314304,1997,6064812196.112905,1120911945.3279295,3130595850.264806,4015110091.302817,608320615.491368
SE0000314304,1998,2688287740.380834,464289958.8270995,2063278970.5132637,2180177694.117542,392771331.98766625
SE0000314304,1999,1767778264.656402,-234071113.1400766,859381192.5487918,2668624177.5450053,190791633.6788933
SE0000314304,2000,1628538329.8674066,-109949585.45150447,882472542.0693763,3022345017.9507833,384758142.39446414
SE0000314304,2001,1779138580.0895226,117076844.69854735,1096133168.8908525,1755948944.058835,221516395.93479154
SE0000314304,2002,1346724921.3126514,751244347.891097,705295286.6891488,710465389.7420911,160932929.81699347
SE0000314304,2003,3955933892.815947,347359977.0692829,3126132368.321419,2865905374.6382794,578327197.6406567
SE0000314304,2005,1679556775.3336525,746519915.8510203,1032765821.662817,3378862920.909458,276726102.22509086
SE0000314304,2007,1540582274.9737535,1411075921.6749067,1106426317.7212813,1411330194.3906596,1177011108.526268
SE0000314304,2008,429264178.3118116,504616059.0288413,192110313.8727394,791760292.0198115,323792327.0240399
SE0000314304,2009,1526893009.8828242,-115724119.67072594,1023444597.1695486,4307033412.531546,753809612.9426454
SE0000314304,2010,5168894298.634426,-63928969.16174376,2876118606.3664923,5861911241.624186,782012451.4004672
SE0000314304,2011,1253450319.3173454,328193313.1035562,683767650.9873966,652907132.4944481,212543524.49006012
SE0000314304,2012,227204376.5171446,57163805.19790511,180789886.31914583,57724843.09055843,32210791.898931313
SE0000314304,2013,1001875350.1005232,322578446.591952,596359305.738931,2654318847.5551233,900483720.1798383
SE0000314304,2015,1013405052.4602578,-388313860.0184998,574502774.015962,1920742351.673605,1272870609.6387978
SE0000314304,2017,1759506630.5926566,847868426.6803373,790808487.9880011,1597374303.2130227,385813677.55460334
SE0000314304,2018,825302149.7651807,44585464.58682149,351449144.23934346,1998634582.724249,910263668.5101115
SE0000314304,2019,2441912389.781484,1503760451.7404652,1499417726.6894732,1865956907.026275,1026445953.8104464
SE0000314304,2020,3489493061.1909585,-233871665.21836782,2553886475.0541344,2397398154.304602,797821259.3781713
SE0000314304,2021,3816737069.710414,971713860.604819,2532747245.393249,2859913623.2380886,689012739.65409
SE0000314304,2022,4529497996.3116,1096803923.9117439,2570642497.428608,651494407.0573694,189429603.78954104
SE0000314312,1997,1019707363.8062382,437676236.3497989,503586158.46668005,999054946.908954,415654637.0003943
SE0000314312,1998,812360021.1724312,639785071.6355842,462657191.4576631,1829322413.6588593,212728827.8571233
SE0000314312,2001,574538328.9172834,143694802.2199697,437347694.1117485,409981383.5888471,148471653.77674016
SE0000314312,2004,2921614274.1161704,970282041.4847946,1175404524.286211,1050700028.6701069,853425819.166107
SE0000314312,2006,1215387557.4034848,697044267.9349793,494633194.51129025,1866457633.3363864,259892063.40494782
SE0000314312,2007,558313470.0607497,222448014.89356357,266881711.17859837,1694078375.6065235,580859503.8598704
SE0000314312,2012,2158587658.8456597,329873581.9891584,1228569078.4284124,968898745.8895905,384530089.48385894
SE0000314312,2013,3248371555.438158,-178594692.38408995,1920715838.8770263,1509360702.5247247,320087709.4702866
SE0000314312,2018,4143109238.106404,770390821.5200956,2245613886.459374,2508284607.085641,662068720.937935
SE0000314312,2019,315276396.11802703,-21078064.612545785,169941792.630582,621633056.2234814,88906375.68209857
SE0000314502,1997,5440895809.542557,943447070.5928015,3453561944.176126,1285701038.3328006,236548094.5299822
SE0000314502,1999,2327572929.2499676,854101798.6929635,1341519899.3926141,3195149878.2713985,347324396.26408535
SE0000314502,2002,1321082655.7722855,360232125.7420166,972636310.1064546,911397654.5276169,325212579.3846658
SE0000314502,2009,5123391828.077487,297681430.6289825,2965812868.659336,4413123542.30056,1041498991.7929153
SE0000314502,2010,5550372540.163846,231082416.6564081,2638455850.234033,3882641861.920395,311816532.37985975
SE0000314502,2011,2505206916.5938554,476583038.18453693,1735202512.6849773,1927328853.2400506,226021051.30792066
SE0000314502,2012,3903981690.457801,-54482700.71023974,3013563152.476821,1386767626.675645,845694651.7558601
SE0000314502,2013,2522392368.21705,401440355.9488541,1180042877.8622372,1949914926.2413297,116626683.54786435
SE0000314502,2014,487155543.1516412,783635505.1310492,348730569.7619148,2103296287.0459435,383733176.0259287
SE0000314502,2017,692346238.1115769,94194792.15551665,436666075.54364717,331331248.5692555,39455740.42593546
SE0000314502,2018,7017329747.652026,1592598050.1993465,3948849644.4466877,1802226411.6398346,901666087.7238681
SE0000314502,2021,1876215803.8433166,665533727.7131503,1148100791.7830489,1778018232.568313,92821359.02910218
SE0000316150,1998,641265519.1347072,-619802.251472405,412185995.88285184,235110265.29459423,36407214.47132506
SE0000316150,2001,2303097805.305444,518983083.6081614,1130031385.0192037,1620895665.2773247,848405792.7312244
SE0000316150,2002,3824675264.2283387,1214181100.6667066,2454109843.4558673,1252638865.2875772,1263513530.6010346
SE0000316150,2003,913558267.8982974,286519141.1585874,699898130.9828532,405031611.1615237,188478419.84711882
SE0000316150,2004,963688521.0731087,233379496.0598447,585893580.4506613,358036268.4536835,83147316.25320226
SE0000316150,2006,2143816801.3857224,1165788296.7355874,1522448456.5247126,2655728537.305877,1366505791.4491587
SE0000316150,2007,157253983.12197247,61780367.400478594,84125807.00793834,89027403.87535097,13483392.181044757
SE0000316150,2008,3063274082.2728972,245732426.94102424,2131269892.8544865,2319432026.9106374,817834238.6485401
SE0000316150,2010,2261288648.325477,483589555.11438036,1198306177.6454673,2506520982.996622,702453985.3871342
SE0000316150,2012,2487734692.3776484,-29391524.355927963,1442125990.471447,3835352736.874193,621944456.7177093
SE0000316150,2014,430543511.27580833,174400.107550173,322492965.532718,319568180.6156718,51272287.88661854
SE0000316150,2017,2641290667.145183,856727637.7340266,1369756780.6927652,861964428.0383323,1056703940.3035641
SE0000316150,2018,3229163402.997235,1019609185.2746674,2028077579.3173077,1445219378.265928,769796206.5226583
SE0000316150,2019,3174083637.8559775,1242758558.5058239,1518816207.894686,3746976622.4252343,826930660.7263571
SE0000316150,2020,1226500123.158042,229679582.23572895,638761320.7464981,2213230519.6430726,677451862.3220484
SE0000316150,2021,3741647155.17828,178426809.01675928,1991218334.2200074,4541073151.890714,240888295.51466975
SE0000316150,2022,2991670607.2080207,-388690041.9026167,2265037068.891879,3909177664.0724945,685563901.2655019
SE0000323305,1998,1206271719.8309987,-61819757.90587278,732788235.785124,1023315331.9698306,135439605.19850853
SE0000323305,2000,1135043314.174097,-34852945.313073784,467618718.7535274,551000846.0650363,88467745.93473324
SE0000323305,2001,5596865619.27965,406383240.75921875,3940142717.224925,5043859639.734494,499080121.78151375
SE0000323305,2002,4429618521.365887,1058520867.663908,2719738051.2712092,2572197272.031368,614260940.804344
SE0000323305,2003,413313552.86516374,123753679.50288087,265533998.14241064,296007395.7786907,162864662.41052118
SE0000323305,2005,2714730223.851122,-83921528.58671145,1216923040.5255933,3390334628.469713,597670097.9065809
SE0000323305,2007,3220745419.808377,277196977.8109876,2009719765.534014,856048388.177109,447926876.2434416
SE0000323305,2009,2653016910.2698903,-89838639.92580417,1605476316.3308468,2105168106.0783432,132454956.7402585
SE0000323305,2016,4042475540.09474,946245235.7103102,3128611910.3436356,1454014674.1384325,1073966081.8982103
SE0000323305,2018,1119543897.351554,8450784.1877089,499445450.06338143,173900071.8567864,79434347.41042842
SE0000323305,2022,2088684359.3859365,744460037.1290717,1510712790.938266,3247228703.601784,744692570.816321
SE0000325532,1997,576134870.1337597,535515943.7563845,268270323.07021317,1431176093.4241395,392029246.85121185
SE0000325532,1998,3380596846.9673862,43806570.48904675,2151936651.6720605,3518223693.6324625,1175149131.0104935
SE0000325532,1999,2808039910.3136654,222173748.92791885,2183292045.30862,2921930917.01592,688696931.4237581
SE0000325532,2003,1966511144.9284816,324375531.2653138,1459878058.8725338,892690546.6137638,211639810.95417178
SE0000325532,2004,1127668384.8628845,-75232942.14614084,659484130.6717993,388196279.5392978,175608094.54749334
SE0000325532,2005,741688894.4500791,457896601.0461944,386649461.95485955,275267394.3415535,272811453.3346369
SE0000325532,2009,1520349698.4359136,-126175949.47608234,971135624.3456386,1786886605.5403864,395971132.66620064
SE0000325532,2011,576421369.0988209,20784921.274030946,339626364.4390383,1049364417.2865969,480838354.06625724
SE0000325532,2013,3431115009.8325906,451356907.8232971,2730396217.9193654,2205573950.585623,803378429.5056164
SE0000325532,2014,660525880.7220715,-23181735.945983067,484511586.6934101,459661646.9005342,43352547.612343244
SE0000325532,2015,354439281.4325203,2384032.84127357,214785380.758084,222679835.31996143,101511862.0930697
