isin,year,total_assets,net_income,total_revenue
SE0000115479,2015,3226749108.2834415,449105094.23243713,1613736726.745216
SE0000115479,2016,2994737182.804555,174240087.7677376,2375325266.189055
SE0000115479,2017,2420962453.988421,206056056.6584489,982292244.2677503
SE0000115479,2018,4464834429.040045,-258286584.85325837,660595904.6254442
SE0000115479,2019,7912998328.064877,335957179.5479984,4382702377.69
SE0000115479,2022,1676302945.3569374,234992574.31980073,1150664985.7305279
SE0000115503,1997,4103434909.598275,71607068.54506996,3249398963.5729194
SE0000115503,1998,2564258053.9172487,58380430.83822977,1856165395.8289003
SE0000115503,1999,5991796434.542257,-25590352.412658047,1000438850.08294
SE0000115503,2000,9442242322.37042,-131006733.04672322,4840601113.645547
SE0000115503,2001,6256709239.597868,-197101043.5748313,4612995157.15682
SE0000115503,2003,5051216673.034897,-287419098.9544754,3894909618.0287404
SE0000115503,2004,7196667289.574555,503182216.99682015,3815217489.216894
SE0000115503,2005,3512261184.71263,249554648.58187404,1122924556.5895252
SE0000115503,2006,2155511296.716943,-114147985.84100004,848750509.9568107
SE0000115503,2008,83147580.74918509,659006.494456073,64775303.947493196
SE0000115503,2009,9693499209.23681,454059932.1270972,1921508070.4584048
SE0000115503,2010,2009820230.509117,192793507.32965505,1312516897.8317444
SE0000115503,2011,1126160229.678214,-57819980.91867811,831607522.5806478
SE0000115503,2012,6129812118.159445,739250031.1422452,4842205447.751224
SE0000115503,2013,9565643629.218834,-704089620.5725592,3250588790.218447
SE0000115503,2014,1883549898.2071722,185166930.12093872,848249965.8930529
SE0000115503,2015,1501621426.4743338,-28689376.809193652,843629045.8418806
SE0000115503,2016,3412086603.714296,57151955.461483635,1922173094.254414
SE0000115503,2017,8120351726.930636,791629276.4540961,1698314370.133756
SE0000115503,2018,642446057.049403,41140593.52422222,151513010.85818848
SE0000115503,2019,8549271072.545061,-155614674.53133333,2367085749.691936
SE0000115503,2020,5371253770.792571,552106155.1092166,1332613241.3362396
SE0000115503,2021,7736389086.393107,123452910.15339786,1560462158.9961214
SE0000115503,2022,7748300183.769548,451545409.3254339,2604441345.8645945
SE0000115578,1997,7480565885.474254,-262285590.71519256,1227370722.5627537
SE0000115578,1998,5514947804.483833,-529746046.38910633,2295391919.471536
SE0000115578,1999,8239868186.011278,580648974.9040909,5892829658.059048
SE0000115578,2000,5410724479.782358,-378809950.53698575,4179873868.488835
SE0000115578,2001,7379126745.644525,-33492382.459194377,1400945136.7560472
SE0000115578,2002,5854886543.25887,-580049317.9569272,3606384014.5608706
SE0000115578,2003,2606052803.9291244,86568956.036806,1242410327.7694325
SE0000115578,2006,6376300586.819146,224014186.5459089,1993853294.879917
SE0000115578,2007,1897948795.6680205,83777340.43407726,438066605.5564002
SE0000115578,2008,6854757303.194906,-475051986.1103504,1263194515.958578
SE0000115578,2009,5653070384.335359,-10742102.50377932,1634116247.1521554
SE0000115578,2010,4007544401.6310143,-399437327.2018255,901645398.2988353
SE0000115578,2011,8531532784.509076,619684808.4317356,5123197195.498324
SE0000115578,2012,5465096730.619386,731897200.1915832,3228116550.3107395
SE0000115578,2013,6656770794.919289,283844792.80218303,1900933971.1263309
SE0000115578,2014,4423299801.221765,130056600.34043646,2165176022.5532274
SE0000115578,2015,8587766974.756126,-453523241.72367996,4777031878.846603
SE0000115578,2016,630261487.0758207,-60566455.20799824,250248255.46838662
SE0000115578,2017,3183042028.5947733,-19425409.997933615,1138303666.114661
SE0000115578,2018,9793502308.236494,-329973708.7740717,3062727988.897124
SE0000115578,2019,1293896372.5823054,-79679980.416004,592224372.4512986
SE0000115578,2020,6162985497.836572,272208773.8011573,1285671776.9948606
SE0000115578,2021,8262709764.822345,40790880.620590396,1072229069.7188233
SE0000115578,2022,4610543567.291633,78281994.9962687,3014145164.3927937
SE0000115610,1998,2121691413.183999,243555514.17858663,512084466.2487516
SE0000115610,1999,6777637167.577275,1590602.994867052,3268395230.158843
SE0000115610,2001,4308230826.132179,59141394.69675594,604033934.5080994
SE0000115610,2002,7954569560.729756,-32651017.18617745,2955842767.2516284
SE0000115610,2003,157264258.53457606,-14730249.0524905,66127212.02148194
SE0000115610,2004,5703537245.14481,627401215.4483218,2593674248.967095
SE0000115610,2005,5817847931.196119,169053584.4192576,1898940612.1571193
SE0000115610,2006,6997093586.863613,386719021.66454774,1159940787.8707092
SE0000115610,2007,9166271157.151594,519326767.6631003,2835963696.4675927
SE0000115610,2008,8213312370.5574,652916310.088426,3763869307.8448877
SE0000115610,2009,3110172283.858752,208058102.05033487,977343390.6558069
SE0000115610,2010,7054118198.847441,-308902349.45449805,5332255841.562374
SE0000115610,2012,4682229139.120082,-374470451.5398636,1289295952.5651126
SE0000115610,2013,4032364956.4220824,-130614228.53295343,1459137563.0082035
SE0000115610,2015,2970019211.9050508,437214770.5123922,1046302913.5329942
SE0000115610,2017,7829599363.896204,924701476.5291164,1174289895.4176505
SE0000115610,2018,6333069933.654074,-92289156.96471025,4581441789.095001
SE0000115610,2019,4645242196.230706,-147982161.4967805,3378758440.430981
SE0000115610,2020,9155017212.36653,1328754485.450163,6224952108.821703
SE0000115610,2021,3242643444.404929,-56043500.77151019,859388796.9885812
SE0000115610,2022,9546502494.907753,394298762.85250604,3180429785.720364
SE0000116329,1997,1146981709.1758053,-27966904.626137935,910932827.7215866
SE0000116329,1998,6349933116.998343,611327434.7002939,3218561652.1959424
SE0000116329,1999,2938440172.524043,-12854404.375670753,1848717111.886931
SE0000116329,2001,4111668542.366906,395013929.7361187,2347346507.484963
SE0000116329,2002,6668699674.541979,-191459985.6325748,4867588353.626081
SE0000116329,2003,9006177259.346283,584344014.3396742,1725623803.935019
SE0000116329,2004,5476351750.736637,-121969266.67754628,2443795453.864187
SE0000116329,2005,5037377079.807811,-38635493.11456264,1074177086.2839005
SE0000116329,2006,986899306.7470257,-75061615.54994261,493738439.70103645
SE0000116329,2007,1603530404.5872662,-7492239.269780403,256287070.796327
SE0000116329,2008,8419600348.338043,-690639915.5857782,6186953657.268488
SE0000116329,2010,6345537953.602183,212210561.68839705,3674509376.0090213
SE0000116329,2011,6669881916.209312,149479076.82612306,1758070825.4648733
SE0000116329,2012,3908819402.773381,220414847.00193736,636338467.0965357
SE0000116329,2013,4952202405.196196,91226080.949271,1449122475.0317664
SE0000116329,2014,7753002654.17319,483644184.6198549,5125978599.369942
SE0000116329,2015,4677531559.218298,-17522768.346816856,2352914131.2310133
SE0000116329,2016,1265650774.3080828,41238938.40930976,468207782.80040526
SE0000116329,2018,5988380263.104376,564904038.7076304,4521590492.949949
SE0000116329,2019,1520010415.1906288,-113812771.33993769,337332179.2963989
SE0000116329,2020,7381843454.036456,1082109786.895236,4386923228.867742
SE0000116329,2021,5220281974.301721,230266453.40532187,3541911466.8847322
SE0000116329,2022,8740879716.603119,530754990.0310426,5285738696.040177
SE0000116634,1998,2843268437.8142166,119302652.52721359,1706769158.6460032
SE0000116634,2001,9770389832.289059,-590197445.857055,2842947664.260471
SE0000116634,2002,520473173.1618344,36962818.913878605,139836445.3382629
SE0000116634,2003,852673720.5461425,97057370.0738136,231322954.96440002
SE0000116634,2004,5829571198.350266,-513464048.7437264,866653657.9425106
SE0000116634,2007,611322640.9701362,68754147.45123798,464184944.2809422
SE0000116634,2008,8449415926.183545,222336642.67567632,6311305873.72084
SE0000116634,2009,2473521976.9663258,197179322.98577458,942272373.9235168
SE0000116634,2010,8760341111.925499,296495837.3013056,3544115564.0066752
SE0000116634,2011,9317836754.463205,1076907158.8702629,1632942001.7853792
SE0000116634,2012,1593158891.771134,-72320201.77760746,698923497.9970357
SE0000116634,2013,6029516012.142973,-30136479.358832218,2960500774.3175335
SE0000116634,2014,8633048818.099758,693244881.1050732,4850645305.225494
SE0000116634,2015,1506682316.1028645,-87749116.45898376,1082123308.0466886
SE0000116634,2017,2227927363.603181,22479345.95176892,422501019.3353546
SE0000116634,2018,8877103546.599922,-58248401.16237979,2456412294.821319
SE0000116634,2021,8460679594.112212,743728411.6695954,4505063950.681954
SE0000116634,2022,2140079094.3562047,-92231749.18422645,1287349393.920946
SE0000116642,1997,1676225800.0406792,63038824.34677295,944257197.2190878
SE0000116642,1999,1220942007.970162,-100022446.20687406,218412487.2092731
SE0000116642,2001,7437699097.000704,-635121877.7210879,4450105229.436675
SE0000116642,2003,5602744728.96217,705589740.2540585,892367690.6145512
SE0000116642,2004,9071183480.059406,1193289062.8879538,5340778041.703689
SE0000116642,2006,8114549158.833864,344275674.02243865,5517706818.928559
SE0000116642,2007,3060661376.241937,-55704020.18417845,772692675.2157459
SE0000116642,2008,6284991451.347611,-222111226.07473877,1388100541.3429053
SE0000116642,2009,4680661821.868365,220744305.69427878,1231646271.309617
SE0000116642,2010,9231767966.960453,614897170.5114169,5757508006.601366
SE0000116642,2012,5827256487.690189,-310936783.4128708,2573103982.6801863
SE0000116642,2013,8947115083.223112,-690473749.3693776,2451287656.955424
SE0000116642,2014,7500176790.76903,-52696242.992258474,1672020967.3592842
SE0000116642,2015,282946454.41696817,-16042807.137781106,55442667.29093078
SE0000116642,2016,544195836.4890045,59454455.74732336,304564570.9058857
SE0000116642,2017,3733216732.118773,-174204422.7398549,2658810148.6931877
SE0000116642,2018,3253971696.570039,179423344.8279204,668742905.921652
SE0000116642,2019,4198753921.7439814,379645981.85505295,2222393492.5592856
SE0000116642,2022,5457075590.027882,730225356.3090159,2943225961.509346
SE0000116717,1997,7990123812.486451,1166594332.2020571,1001789153.6192334
SE0000116717,2000,4549120538.163683,-122002365.76653717,1598842085.6415405
SE0000116717,2005,1743649640.8379512,242111927.21896046,1140524257.4855704
SE0000116717,2008,4136506183.9784975,438260364.25058997,3171436483.915588
SE0000116717,2009,4810563169.650435,42073400.95947022,2750768175.8441105
SE0000116717,2016,5587278209.784702,413826614.97543925,785752544.7653842
SE0000116717,2017,528341162.3769187,56129238.66492335,355023843.6690392
SE0000116717,2018,2370849167.83339,48193660.83528688,774233861.3374965
SE0000116717,2019,5966669403.0341215,287125685.2543381,1796847951.2594643
SE0000116717,2022,2977940953.5856657,-295912371.81939906,413467758.9336241
SE0000116949,1997,3733112570.7298617,-92776132.29717377,1464373002.305486
SE0000116949,1998,6566253832.536344,977344.3751343305,4880016445.432523
SE0000116949,1999,1923512330.4345667,218319045.50567827,556868227.5069174
SE0000116949,2003,5716440068.729152,-357796669.2261917,2392374314.628229
SE0000116949,2004,4497328110.506987,610695700.871442,1326461751.7261057
SE0000116949,2005,8840712687.146372,257824995.62794068,1403302054.9317026
SE0000116949,2007,2250660949.312169,268305792.1055576,872230062.9163177
SE0000116949,2009,5275192447.433459,-253356475.8723327,1761654238.7276793
SE0000116949,2014,8003268561.578952,136186539.88966307,4299056635.111507
SE0000116949,2015,2174921790.194394,304403916.9776757,726363984.7329088
SE0000116949,2018,5200947367.064583,157877412.86377984,1978905846.9431956
SE0000116949,2021,7789907160.145496,-430964693.2608605,2633582643.799767
SE0000116949,2022,5849402689.778644,457303381.9119864,3308672939.485626
SE0000117822,1998,1408422808.1349213,56925705.98013235,239319798.75540504
SE0000117822,1999,4114905972.720373,89515038.75651398,2471292936.253845
SE0000117822,2000,4253403425.9449334,501770153.2527457,1692217889.1035242
SE0000117822,2001,3952316984.6595917,-60732214.76096513,1317615489.9704118
SE0000117822,2002,1966088308.0692215,-124536548.04982495,1381142031.0062628
SE0000117822,2003,9086116516.922274,1134462574.4869483,2711546176.741174
SE0000117822,2004,7908227486.08009,532757522.9157937,4012565545.422676
SE0000117822,2005,3258508323.8401947,-87651510.90077937,1635640936.0857558
SE0000117822,2006,4022787911.6232276,-156956548.92557293,2555531489.7153172
SE0000117822,2009,8388476273.773793,277176145.1869212,3046006707.1584263
SE0000117822,2010,9419610679.579977,578373781.0750045,5433975034.700589
SE0000117822,2011,7116106115.277531,-269498130.04737926,5284975010.109524
SE0000117822,2012,6132450733.872804,-595069573.000421,2332021983.694513
SE0000117822,2013,1253096433.9714513,51690218.87336269,410381972.9142434
SE0000117822,2014,8814759619.485046,337899865.9948961,5762912510.417104
SE0000117822,2015,738796792.0328854,-6148886.034911867,221738334.3193715
SE0000117822,2016,6217209680.319905,202360156.83889997,904271612.1221862
SE0000117822,2018,9014655614.989458,894877665.9657586,5352928529.384966
SE0000117970,1997,4524399707.725987,-396110874.4296013,3545229912.22162
SE0000117970,1999,1806353698.898158,-119054219.08060192,999374992.7426993
SE0000117970,2000,5893850441.997937,841354788.4944042,2931794869.0254617
SE0000117970,2001,8833876531.841518,-632500326.7697074,6730418698.362255
SE0000117970,2003,8681497557.698162,505550034.78473806,1652639940.9309657
SE0000117970,2004,7200809598.963955,418833966.87059814,1530873749.3466113
SE0000117970,2006,524699683.0706494,68362924.14920199,160183603.87830797
SE0000117970,2007,1717394455.9024017,18753174.483021032,250205471.809929
SE0000117970,2010,8506197023.451862,-94556235.98149335,1307152973.440929
SE0000117970,2012,8997758368.109806,-200945799.61663356,1643970398.5869117
SE0000117970,2013,7784228273.295885,841344964.2006859,3738357654.4451823
SE0000117970,2014,1116042770.9486792,149246110.34097102,830768756.8593618
SE0000117970,2016,1553214670.1650486,229037571.88095382,192152574.80915755
SE0000117970,2017,4822567697.865014,260303798.5991449,2413467424.757545
SE0000117970,2018,7896705660.958749,-406827961.92371154,5278091560.352583
SE0000117970,2019,2366443742.6612024,248191202.6745602,1689127598.562288
SE0000117970,2020,6176232053.601398,517543454.0035517,4918068186.554218
SE0000117970,2022,2158446097.6256757,7949900.370216693,1495049513.4783351
SE0000118838,1997,988753497.9263011,67715883.06461133,128195205.67069055
SE0000118838,1998,5373394514.948293,314934573.4897062,2207932865.5338025
SE0000118838,1999,8276811304.094685,498925078.4948715,3305634583.8073688
SE0000118838,2000,9535726881.129204,61984156.90974303,6558073600.782069
SE0000118838,2001,6447203906.463649,258729814.38242584,1443849028.2946615
SE0000118838,2002,9813284778.555313,1294466222.5063715,4541790159.213971
SE0000118838,2004,4073408471.540557,182509102.44143274,3255432933.719894
SE0000118838,2006,422785715.45992196,-13257218.148827776,215928654.10908893
SE0000118838,2007,324909972.2267435,-10094170.049297484,219183394.32407597
SE0000118838,2008,7965505885.60958,-409573659.6833083,2403609785.9207463
SE0000118838,2009,9739358347.486864,490318771.47605604,3439471243.9390173
SE0000118838,2011,6099853929.995434,784892213.4674507,3003149854.025526
SE0000118838,2012,6744443269.561548,779624568.0955051,2580512366.520908
SE0000118838,2013,1810710884.8697324,249221887.78690982,870889883.1529485
SE0000118838,2014,6254013759.041139,396443066.5780225,4201933726.8847904
SE0000118838,2016,8393724698.29255,-266665008.55620435,6388812340.835747
SE0000118838,2018,1696693846.4590628,128042030.51746154,744498274.1285338
SE0000118838,2019,2271989812.6968427,-32412708.870432734,233721898.78591877
SE0000118838,2020,9688596468.744337,3210422.8721151473,5682141146.177052
SE0000118838,2021,1925841715.8586686,-110813205.17353205,672624815.3982437
SE0000118838,2022,1063147582.5473828,158847628.1131275,781115431.2303907
SE0000118945,1997,912596567.7655246,41475521.071472995,370070574.3174646
SE0000118945,2001,5220783504.016217,185919678.64604357,1731399800.7114186
SE0000118945,2002,9588013662.493052,610831636.4783425,2341509747.189253
SE0000118945,2003,434062601.8911029,16475738.51174877,63586474.32533479
SE0000118945,2005,1049481309.3614619,-59948209.600107275,121364906.68091545
SE0000118945,2006,5648535225.078645,-278926697.03888184,3345845832.2963037
SE0000118945,2007,6682627546.138024,356614119.78344375,1521857704.3191414
SE0000118945,2008,4119655602.989999,612853101.456438,2297365728.5998425
SE0000118945,2010,9378175870.629097,1138132526.6526449,965926141.6786065
SE0000118945,2011,665001302.6681478,-19646519.33515835,510144185.1766244
SE0000118945,2013,3820410100.629668,-274809015.07663685,627107877.3228141
SE0000118945,2015,7267432978.236673,382900140.5861735,5530753160.566039
SE0000118945,2016,7158528570.266558,-245511983.76137772,4534060387.490861
SE0000118945,2017,452391786.23905724,-5581464.759152451,45832228.40063844
SE0000118945,2018,2414718135.569341,-133094257.62387055,346807632.1475188
SE0000118945,2019,1245076532.7896512,-80846799.32951313,921873174.7232655
SE0000118945,2020,5376530875.030393,192868874.9029593,2769849823.3805
SE0000118945,2021,990654436.5164582,-86367648.07257168,320138751.6472994
SE0000118952,1997,2356499755.76367,326910087.9691661,1778246310.5233386
SE0000118952,1999,9589050157.991568,-86720874.563489,6580906767.092254
SE0000118952,2000,726931841.6351303,28837648.568653744,362137897.9312172
SE0000118952,2001,8499772673.519244,229828129.68534645,6775965529.882917
SE0000118952,2002,3452105789.9947386,-341068203.2387224,794437241.3827987
SE0000118952,2003,5091186013.519543,540860211.2631476,2488892807.6676507
SE0000118952,2004,5045819221.231216,287716997.5323472,3741615448.6675763
SE0000118952,2005,8403378348.587009,956590444.6779661,1712702745.9976213
SE0000118952,2008,6751471030.05304,-354851311.6596595,1479673473.8111317
SE0000118952,2010,9265013540.380308,144846774.0954079,1135434379.5846868
SE0000118952,2011,3134821551.812022,344539919.74029905,1772911519.9529297
SE0000118952,2012,3603845177.75354,524285400.3811113,1437326837.9152834
SE0000118952,2013,7839186705.14106,75966071.19849996,5707264157.012803
SE0000118952,2015,2340838632.2207537,184980043.1481887,908958000.9059203
SE0000118952,2016,1094393105.3193097,-96679808.55055045,316638977.6039422
SE0000118952,2017,4323534148.607482,-405694840.2139831,2936596341.800004
SE0000118952,2018,6753267735.71898,-275317452.8628075,5083502785.703183
SE0000118952,2020,6936379043.792409,975043438.3064483,5428211379.026739
SE0000118952,2021,2349368437.37213,-147844265.15068758,399937070.5305295
SE0000119224,1997,1946420864.1752849,-54587561.26897765,445608864.3291718
SE0000119224,1999,2484131211.908024,-132418286.91810808,1439198263.7674143
SE0000119224,2000,5431228740.142066,43969083.84329368,4293378619.231876
SE0000119224,2005,6418766900.643485,-421008528.84793794,4997396277.667978
SE0000119224,2006,4186128232.2295647,557074961.6786437,2909922909.7220154
SE0000119224,2009,6012400455.983255,753761994.9973816,1204851512.875488
SE0000119224,2010,1744548217.2528067,-10681878.4329406,605383516.5763433
SE0000119224,2011,4472970669.572293,449695002.04645103,2921369030.087687
SE0000119224,2016,7196578767.273814,296580190.62625855,831133400.6705701
SE0000119224,2020,7474954809.518412,1018343078.2960033,3073982984.593757
SE0000119299,1997,989134574.9258573,-67727015.9857577,399005997.89287996
SE0000119299,1998,4373016442.0671835,309815788.0577774,2678336041.0856576
SE0000119299,1999,2804676822.469767,370015495.6175438,1603248026.2516882
SE0000119299,2001,3475309118.4104466,148950577.18586144,1148184468.9632196
SE0000119299,2003,2455093560.0936155,265310772.36316782,1365290416.9932747
SE0000119299,2007,4593239119.135811,289242495.6298699,2644121650.533843
SE0000119299,2008,386751751.9197104,47718398.2070249,88330776.63486902
SE0000119299,2015,9388927584.435457,1223490279.5424492,6068136642.647796
SE0000119299,2017,3061555894.3206563,-12016463.328454722,837022279.4486932
SE0000119299,2020,553514451.3046734,80837393.27727835,369144396.519089
SE0000119299,2021,8240310521.436854,-215727270.10337102,4025249415.790061
SE0000119299,2022,1977059115.6469517,131953635.49831487,701547585.1126311
SE0000120164,1997,8527314379.788948,-815284897.2258991,2327970034.6731815
SE0000120164,1999,6192117329.505727,258775620.9994057,2604011874.8975058
SE0000120164,2000,8993404156.243128,527132960.38057274,7005393294.812432
SE0000120164,2002,7640579492.965399,-457067898.7660456,1212299448.0642474
SE0000120164,2004,7332074729.049271,84255199.3865148,2947170106.1420193
SE0000120164,2005,3086145955.5862026,-165753006.55183297,1620687908.0871315
SE0000120164,2008,6269200101.511024,-526885464.3308068,1389625879.1074238
SE0000120164,2010,3303643851.2217402,403863555.00386775,864888143.8772604
SE0000120164,2015,549629043.3408792,20435153.635661084,122913314.75737862
SE0000120164,2018,4810723801.755651,-472350023.1573214,635479357.4831651
SE0000120164,2022,9880680612.817303,-85452742.93083182,5544882736.902539
SE0000120222,1999,7546849740.429326,-339364058.4191215,5686030202.368019
SE0000120222,2000,8363709293.171562,982232450.2906435,4875990976.125709
SE0000120222,2001,7969135966.269724,745908211.7657444,2729799985.695108
SE0000120222,2004,2624636784.2186046,-191660349.7591319,866168233.0844331
SE0000120222,2005,9350772652.14309,281978312.13982344,2839851669.729816
SE0000120222,2006,3913389231.37828,-63544468.754608616,3020939582.1298947
SE0000120222,2007,7785480359.644748,69303421.70345004,5440426005.807197
SE0000120222,2009,3781780327.347867,484914982.07447875,2357645337.5565023
SE0000120222,2012,7549341837.549075,921600526.8327041,1955192385.6761043
SE0000120222,2014,3875877916.201587,418047947.2698435,1950964187.8633075
SE0000120222,2015,1884028834.528182,92394091.88136025,1223030685.0701067
SE0000120222,2016,8933427084.1119,46190814.13536308,1968742240.2574897
SE0000120222,2017,8328447644.359088,-599228962.2526118,944963929.1819355
SE0000120222,2018,9905653071.046072,1425282801.1078358,2934806526.48447
SE0000120222,2019,1825397256.9316382,161031729.01295218,643938289.7243576
SE0000120222,2020,6577818294.541061,213613293.76399603,3333544116.988771
SE0000120669,1997,6827826723.991284,64177719.89098199,1817020651.2162552
SE0000120669,1998,8560967712.830613,-287786334.7164762,1859408486.3128698
SE0000120669,1999,4454392209.492773,-26855580.97048154,2666284361.4841633
SE0000120669,2001,9277330024.60206,-67714773.67738426,1541149468.899671
SE0000120669,2002,7089570338.871876,454464737.7329655,1830461383.4551022
SE0000120669,2003,1642253160.5776367,-114540705.23025452,228578975.87866232
SE0000120669,2004,9299854832.863033,921489543.8948151,4521827663.9555855
SE0000120669,2005,3326611743.600422,78967220.7657356,1712742826.9614942
SE0000120669,2006,9457385020.227,781517232.9155399,5894809317.186556
SE0000120669,2007,463628059.0158519,7764779.435787082,224752403.11963215
SE0000120669,2008,9278429881.835285,-301935294.1498048,2599253703.33159
SE0000120669,2009,4113521354.190116,-278501934.2879537,1112126694.5611913
SE0000120669,2010,8574162725.023343,988949756.8982038,4208143908.562083
SE0000120669,2011,8311364540.560419,306974939.0174474,2472046232.6305656
SE0000120669,2012,832268705.6304306,886931.0874365721,616441721.1567076
SE0000120669,2013,3936822471.271825,59705598.342149,1228008149.570074
SE0000120669,2014,2517668689.5158257,251733540.42160544,912394550.2416345
SE0000120669,2015,8342571610.30136,143939457.25770077,2610622032.5804877
SE0000120669,2016,8738210380.822895,1068562896.1596981,1196010496.5730417
SE0000120669,2017,2191921538.088752,100034748.78001094,1260305502.491243
SE0000120669,2018,5529452187.817702,-412535640.80744374,3879199111.1998706
SE0000120669,2019,3470345550.453828,356828611.06072336,1654580671.35336
SE0000120669,2020,2164509189.808374,-195626.99103818435,1433015233.279038
SE0000120669,2021,1889219672.9513106,-145989969.0662864,1192646447.6475122
SE0000120669,2022,5147722264.017022,-56087194.32946792,744942582.7038698
SE0000120727,1997,4232942555.3495216,605124985.3534287,2716480470.8574038
SE0000120727,1998,3589411709.054457,453680156.49497265,1377216709.4072428
SE0000120727,1999,1596512713.8650484,203111941.5469348,191607687.48074082
SE0000120727,2000,8215933582.018392,-701973919.5231013,6415067677.109682
SE0000120727,2001,1561857686.6768284,110663916.18778665,271324029.61030084
SE0000120727,2004,6060140136.464058,-519015430.5711653,2130349178.622139
SE0000120727,2005,6396655874.267005,-459114840.36307675,3192470772.532528
SE0000120727,2006,9089106153.766693,780547787.156476,2174703136.7055197
SE0000120727,2009,8850770117.843227,-338876283.1253039,4475236963.952872
SE0000120727,2010,3092554251.3996515,-78661315.8993481,2226711035.888217
SE0000120727,2011,7461930214.124711,1118947625.287382,5918173621.425143
SE0000120727,2012,5334844134.718488,787222761.4744433,3620166854.6231647
SE0000120727,2015,3746791431.130838,-267677003.40838087,1036687392.4467826
SE0000120727,2016,1409082290.7674537,66481591.10265122,982820038.3815649
SE0000120727,2022,8737104383.007318,597933851.7543132,5701996501.300006
SE0000120776,1997,6128586454.156242,372010573.7370851,3698219454.463445
SE0000120776,1998,5197472890.124029,64295293.1503308,3000281599.2689285
SE0000120776,2000,2416788092.603413,96649861.51638351,244078085.53297743
SE0000120776,2001,5906593200.563749,-56882952.47828515,4609707784.22786
SE0000120776,2002,3941393014.9588346,-324638456.8550273,950899323.7224915
SE0000120776,2003,7728067648.168119,403607724.5178232,2123493273.7934563
SE0000120776,2006,6877761578.15126,819059065.1623962,2956513665.263969
SE0000120776,2007,4438004030.3131895,550329722.500396,1328898335.1625535
SE0000120776,2009,8615656686.07114,-805647863.2675704,1850883975.3752716
SE0000120776,2010,899946564.9405719,128750810.7077563,270508799.4088725
SE0000120776,2013,5585205679.992934,682394976.8837688,2017841050.0970047
SE0000120776,2014,4531418001.151849,613122978.7832481,1453076396.8915489
SE0000120776,2015,8495191710.160161,238470104.58440846,5866506383.307284
SE0000120776,2016,7894405044.314668,341873047.4807788,1780562149.2964683
SE0000120776,2017,9838460843.883173,969954987.4993442,2987654272.4823856
SE0000120776,2018,4904835024.239951,445137564.22119534,627151718.8860413
SE0000120776,2019,1685774587.0066886,-132474828.36546972,913742922.9878657
SE0000120784,1998,1893418601.5953553,74264913.23061126,469689678.200736
SE0000120784,1999,7870587834.238264,-620458480.8832499,2518748785.851273
SE0000120784,2000,4645438181.39784,-207112398.1114007,2897253732.865161
SE0000120784,2002,2199323487.938938,304690826.9955282,1678213403.5518339
SE0000120784,2003,9904658274.042559,-524490855.35597676,6590180476.14755
SE0000120784,2004,2119894009.8405337,-43387589.1067351,716858417.0339607
SE0000120784,2005,9565281838.005182,774808853.7542268,6239928709.910992
SE0000120784,2006,1859713644.2589123,198929095.68546757,1369991329.2097318
SE0000120784,2008,1636502049.0951042,-52266792.126667894,1161620628.265006
SE0000120784,2009,808789371.3464773,51318627.727064885,452740567.3950276
SE0000120784,2010,949410602.4552244,140706083.9385502,306845961.8570156
SE0000120784,2012,6784298827.420668,-317306259.9763462,4145563550.4432073
SE0000120784,2014,787912831.8320428,-29763725.304206666,231513359.33520624
SE0000120784,2015,2345517553.070456,102473134.98280036,551027807.0984164
SE0000120784,2018,3281101948.0706334,-177222637.04665974,2212255133.680803
SE0000120818,1999,9376827253.384487,395629680.016439,3599433999.2939825
SE0000120818,2000,7906616194.503504,1177137470.23739,4649073479.394173
SE0000120818,2003,136875143.28133094,-4071079.9095607777,47713751.13934912
SE0000120818,2004,2623232270.0703297,202725908.66864812,670946341.5589993
SE0000120818,2007,847686256.8058909,62183263.41722288,524824757.20231616
SE0000120818,2008,2508116244.5957136,143502237.96255738,694707187.5769632
SE0000120818,2009,7621734837.72623,861521966.3360002,5438412136.196288
SE0000120818,2010,9648833453.339115,1226983199.121962,4891663564.506205
SE0000120818,2012,8085151881.276782,-785014478.813869,5871981726.215591
SE0000120818,2014,9659033328.358923,961515691.7722503,4167593870.2780466
SE0000120818,2015,1272128472.965875,-40879637.616788216,479794406.4181738
SE0000120818,2016,2916658539.13232,295868636.7644045,543312043.411283
SE0000120818,2018,92522221.57932349,-5218009.426622517,29491811.553085208
SE0000120818,2020,5890430502.189344,-207639951.07587993,1637402325.5498788
SE0000120818,2021,4883432606.138787,-340247423.2259906,2719497316.084694
SE0000120818,2022,1755196973.509715,251760282.24411207,479207951.8992054
SE0000120859,1997,2790674865.7716475,18335366.133557808,593896303.7379829
SE0000120859,1999,1310232442.8807008,18421882.576929998,772106320.3625511
SE0000120859,2000,5311493211.183382,-345550263.86485815,1075381684.279896
SE0000120859,2001,5834196011.057714,-443033408.90889215,4606137560.253436
SE0000120859,2002,2857385712.514956,-234111317.44329065,2024804611.299361
SE0000120859,2003,8758869625.097376,18101898.760429543,4090393764.7615285
SE0000120859,2004,3096874675.458123,-72929399.22644095,953781689.4009527
SE0000120859,2005,8848042329.293861,596630147.6186199,5367723816.958634
SE0000120859,2006,7987511614.605113,435404873.4960459,2236345611.3821325
SE0000120859,2007,4600716382.955614,-104371724.79966748,2979926073.1360383
SE0000120859,2008,6431821850.837271,3457869.9450619454,4615145332.268239
