isin,stock_name,lseg_name,orgnr
SE0002095604,Arise Windpower AB,Arise AB,5562746726
SE0002110064,Mekonomen,Meko AB,5563921971
SE0002148817,Hansa Medical AB,Hansa Biopharma AB,5567345359
SE0002160010,TV4 AB ser. A,TV4 AB,5562427152
SE0002180539,Avega Group AB,Avega Group AB,5566011887
SE0002190926,Karolinska Development AB ser. B,Karolinska Development AB,5567075048
SE0002216713,Victoria Park AB,,5566950738
SE0002402701,eWork Scandinavia AB,Ework Group AB,5565878708
SE0002469312,Carl Lamm Holding AB,Ricoh Sverige Holding AB,5567345987
SE0002478776,Senzime AB,Senzime AB (publ),5565655734
SE0002571539,DGC One AB,DGC One AB,5566241732
SE0002575340,NeuroVive Pharmaceutical AB,Abliva AB,5565956538
SE0002579912,Global Health Partner AB,GHP Specialty Care AB,5567571103
SE0002591420,Tobii AB,Tobii AB,5566139654
SE0002626861,Cloetta AB ser. B,Cloetta AB,5563088144
SE0002687749,"Swedbank AB, preferensaktie",Swedbank AB,5020177753
SE0003210590,SwitchCore AB ser. A,Arbona AB (publ),5565418869
SE0003303627,Byggmax Group AB,Byggmax Group AB,5566563531
SE0003366871,SAS AB,SAS AB,5566068499
SE0003491562,Episurf Medical AB ser. B,Episurf Medical AB,5567670541
SE0003756758,"Sdiptech AB, ser. B",Sdiptech AB (publ),5566724893
SE0003815604,PledPharma AB,Egetis Therapeutics AB (publ),5567066724
SE0003849223,FinvedenBulten AB,Bulten AB,5566682141
SE0003909282,"Dedicare AB, ser B",Dedicare AB (publ),5565161501
SE0003917798,Sivers IMA Holding AB,Sivers Semiconductors AB,5563839348
SE0003949973,"Balder FastighetsAB, pref",Fastighets AB Balder,5565256905
SE0003950864,Concentric AB,Concentric AB,5568284995
SE0004390037,"Klövern AB, preferensaktie",Corem Kelly AB,5564825833
SE0004635878,Sagax A,Sagax AB,5565200028
SE0004777241,Sportamore AB,TSR Noisiver 7 AB,5567888614
SE0004840718,Xvivo Perfusion AB,Xvivo Perfusion AB,5565610424
SE0004977692,"Platzer Fastigheter Holding AB,",Platzer Fastigheter Holding AB (publ),5567466437
SE0005034550,Amasten Holding,Neobo Fastigheter AB (publ),5565802526
SE0005096369,"Oscar Properties Holding AB, pre",Oscar Properties Holding AB,5568704521
SE0005126729,PA Resources AB,PA Resources AB,5564882180
SE0005126885,Tribona AB,Tribona AB,5568704646
SE0005127818,Sagax B,Sagax AB,5565200028
SE0005190220,Tele2 AB ser. A,Tele2 AB,5564108917
SE0005190238,Tele 2 AB ser. B,Tele2 AB,5564108917
SE0005222841,"Ratos AB, preferansaktier",Ratos AB,5560083585
SE0005250487,"Victoria Park AB, preferensakti",Victoriahem AB,5566950738
SE0005454873,Nanologica AB,Nanologica AB (publ),5566645023
SE0005468717,Ferronordic Machines AB,Ferronordic AB,5567487953
SE0005594728,D. Carnegie & Co AB,Victoriahem Fastigheter AB,5564989449
SE0005676160,Arcam AB,Arcam AB,5565395356
SE0005704053,"SAS AB, preferensaktie",SAS AB,5566068499
SE0005757267,Recipharm AB,Recipharm AB,5564988425
SE0005794617,Saniona AB,Saniona AB,5569625345
SE0005851706,I.A.R Systems Group AB ser.B,IAR Systems Group AB,5564007200
SE0005878543,Hanza Holding AB,Hanza AB,5567488399
SE0005878741,Bactiguard Holding AB,Bactiguard Holding AB,5568221187
SE0005932795,"Victoria Park AB, ser. B",Victoriahem AB,5566950738
SE0005991411,Besqab AB (Old),Besqab Bostadsutveckling AB,5566938881
SE0005992831,Starbreeze AB,Starbreeze AB,5565518932
SE0005999760,Scandi Standard AB,Scandi Standard AB (publ),5569210627
SE0005999778,Com Hem Holding AB,Com Hem Holding AB,5568586613
SE0005999836,"ÅF, AB. ser. B",Afry AB,5561206474
SE0006091997,Immunovia AB,Immunovia AB (publ),5567304299
SE0006143129,"Christian Berner Tech Trade AB,",Berner Industrier AB,5560263666
SE0006168316,Transcom WorldWide AB,Transcom Worldwide AB,5568801277
SE0006220018,Inwido AB,Inwido AB (publ),5566333828
SE0006288015,Gränges AB,Granges AB,5560016122
SE0006342333,NP3 Fastigheter AB,NP3 Fastigheter AB,5567491963
SE0006371126,Cantargia AB,Cantargia AB,5567916019
SE0006421871,Image Systems AB,Image Systems AB,5563194041
SE0006422390,Thule Group AB,Thule Group AB,5567706311
SE0006425815,PowerCell Sweden AB,Powercell Sweden AB (publ),5567598353
SE0006509949,Eltel AB,Eltel AB,5567286652
SE0006543344,"Stendörren Fastigh. AB, ser. B",Stendorren Fastigheter AB,5568254741
SE0006593901,"Klövern AB, ser. A",Corem Kelly AB,5564825833
SE0006593919,"Klövern AB, ser B",Corem Kelly AB,5564825833
SE0006593927,"Klövern AB, preferensaktie",Corem Kelly AB,5564825833
SE0006625471,Dustin Group AB,Dustin Group AB,5567033062
SE0006758348,"Sdiptech AB, preference share",Sdiptech AB (publ),5566724893
SE0006758587,Transtema Group AB,Transtema Group AB,5569880411
SE0006852075,"K2A Knaust&Andersson Fast. AB ,",K2A Knaust & Andersson Fastigheter AB (publ),5569437600
SE0006887063,Hoist Finance AB,Hoist Finance AB (publ),5560128489
SE0006965216,Nordax Group AB,NOBA Group AB (publ),5569932485
SE0006993770,Axfood,Axfood AB,5565420824
SE0007048020,Collector AB,Collector AB,5565600797
SE0007074281,"HEXPOL AB, ser. B",Hexpol AB,5561089631
SE0007074505,Magnolia Bostad AB,Magnolia Bostad AB,5567977078
SE0007075056,"Eolus Vind AB, ser. B",Eolus AB (publ),5563893956
SE0007100342,"Nilörngruppen AB, ser. B",Nilorngruppen AB,5563223782
SE0007100359,"Pandox AB, ser. B",Pandox AB,5560307885
SE0007100581,Assa Abloy AB ser. B,Assa Abloy AB,5560593575
SE0007100599,SHB AB ser. A,Svenska Handelsbanken AB,5020077862
SE0007100607,SHB ser. B,Svenska Handelsbanken AB,5020077862
SE0007126115,Hemfosa Fastigheter AB,Hemfosa Fastigheter AB,5569174377
SE0007126123,"Hemfosa Fastigheter AB, Pref",Hemfosa Fastigheter AB,5569174377
SE0007157763,Bilia AB ser. A,Bilia AB,5561125690
SE0007158829,Coor Service Mgmt Holding AB,Coor Service Management Holding AB,5567420806
SE0007158910,Alimak Group AB,Alimak Group AB (publ),5567141857
SE0007158928,"Starbreeze AB, ser. A",Starbreeze AB,5565518932
SE0007184189,Genova Property Group AB,Genova Property Group AB,5568648116
SE0007185418,Nobina AB,Nobina AB,5565764569
SE0007185681,Capio AB,Capio AB (publ),5567064448
SE0007192018,Vostok Emerging Finance Ltd,VEF Ltd,50298
SE0007277876,Wise Group AB,Wise Group AB,5566863576
SE0007278841,"Serneke Group AB, ser. B",Tornskogens fastighetsforvaltning i Solna AB,5566694153
SE0007464888,Karo Bio AB,Karo Healthcare AB,5563093359
SE0007491105,Nordic Mines AB,Nordic Mines AB (publ),5566791215
SE0007491303,Bravida Holding AB,Bravida Holding AB,5568915390
SE0007526132,"Genova Property Group AB, prefer",Genova Property Group AB,5568648116
SE0007577895,Vicore Pharma Holding AB,Vicore Pharma Holding AB,5566803804
SE0007578026,"Fastator, AB, ser. B",Fastator AB (publ),5566786645
SE0007640156,Scandic Hotels Group AB,Scandic Hotels Group AB,5567031702
SE0007665823,Resurs Holding AB,Resurs Holding AB (publ),5568982291
SE0007666110,Attendo AB,Attendo AB (publ),5590267885
SE0007691613,Dometic Group AB,Dometic Group AB (publ),5568294390
SE0007692850,Camurus AB,Camurus AB,5566679105
SE0007730650,Nuevolution AB,Nuevolution AB,5590264304
SE0007871363,Vitec Software Group AB ser. B,Vitec Software Group AB (publ),5562584804
SE0007871645,Unibet Group Plc,Kindred Group PLC,C 39017
SE0007897079,AcadeMedia AB,AcadeMedia AB,5568460231
SE0008015259,"Infant Bacterial Therapeut. AB,s",Infant Bacterial Therapeutics AB,5568738586
SE0008040653,Humana AB,Humana AB,5567608475
SE0008091573,"Bonava AB, ser. A",Bonava AB (publ),5569280380
SE0008091581,"Bonava AB, ser. B",Bonava AB (publ),5569280380
SE0008091904,LeoVegas AB,LeoVegas AB (publ),5568304033
SE0008135610,HiQ International AB,HiQ International AB,5565293205
SE0008212518,Enea Data AB,Enea AB,5562097146
SE0008241491,SynAct Pharma AB,SynAct Pharma AB,5590584826
SE0008293674,Wilson Therapeutics AB,Wilson Therapeutics AB,5568930357
SE0008321202,IRRAS AB,Irras AB,5568727134
SE0008321608,"Öresund, Investmentab",Investment Oresund AB,5560639147
SE0008321921,BE Group AB,BE Group AB (publ),5565784724
SE0008347652,"Brinova Fastigheter AB, ser.B",Brinova Fastigheter AB (publ),5568403918
SE0008347660,B3IT Management AB,B3 Consulting Group AB (publ),5566063300
SE0008348767,Trention AB,Trention AB,5562748623
SE0008374383,"Maha Energy AB, ser A",Maha Capital AB,5590189543
SE0008585525,Int. Engelska Skolan Hldg AB,Internationella Engelska Skolan I Sverige Holdings II AB,5569007254
SE0009143662,Volati AB,Volati AB,5565554317
SE0009143670,"Volati AB, preferensaktie",Volati AB,5565554317
SE0009155005,Ahlsell AB,Ahlsell AB (publ),5568828916
SE0009160872,MedCap AB,MedCap AB (publ),5566171459
SE0009161052,"Sagax AB, ser. D",Sagax AB,5565200028
SE0009216278,MIPS AB,Mips AB,5566090162
SE0009268360,Edgeware AB,Edgeware AB (publ),5566917554
SE0009269467,Actic Group AB,Actic Group AB,5568953409
SE0009414576,Oncopeptides AB,Oncopeptides AB,5565966438
SE0009554454,"Effnetplattformen AB, ser B",Samhallsbyggnadsbolaget I Norden AB,5569817660
SE0009581051,Isofol Medical AB,Isofol Medical AB (publ),5567598064
SE0009663511,SSM Holding AB,SSM Holding AB,5565333902
SE0009663826,Ambea AB,Ambea AB (publ),5564684354
SE0009697220,Enea Data AB,Enea AB,5562097146
SE0009778848,"Medicover AB, ser. B",Medicover AB,5590739487
SE0009779796,Seafire AB,Seafire AB (publ),5565407615
SE0009806607,"Munters Group AB, ser. B",Munters Group AB,5568192321
SE0009858152,BONESUPPORT HOLDING AB,Bonesupport Holding AB,5568022171
SE0009888738,Boozt AB,Boozt AB,5567935183
SE0009921588,Bilia AB ser. A,Bilia AB,5561125690
SE0009922156,"Essity AB, ser. A",Essity AB (publ),5563255511
SE0009922164,"Essity AB, ser. B",Essity AB (publ),5563255511
SE0009922305,"Momentum Group AB, ser. B",Alligo AB,5590721352
SE0009947708,NGS Group AB,NGS Group AB,5565351128
SE0009973563,XSpray Pharma AB,XSpray Pharma AB (publ),5566493671
SE0009997018,HMS Networks AB,HMS Networks AB,5566618954
SE0010023432,"Mertiva AB, ser. A",Mertiva AB,5565301420
SE0010048884,"Fagerhult, AB",Fagerhult Group AB,5561106203
SE0010100958,"Latour, Investmentab. ser. B",Investment AB Latour,5560263237
SE0010133256,"Cherry AB, ser. B",European Entertainment Intressenter Sweden AB,5562109909
SE0010298109,Handicare Group AB,Handicare Group AB,5569827115
SE0010323311,"BioArctic AB, ser. B",BioArctic AB,5566012679
SE0010323998,Balco Group AB,Balco Group AB,5568212319
SE0010413567,"Arion Banki hf, SDB",Arion banki hf,5810080150
SE0010415281,Anoto Group,Anoto Group AB,5565323929
SE0010441139,Railcare Group AB,Railcare Group AB,5567307813
SE0010441584,Calliditas Therapeutics AB,Calliditas Therapeutics AB,5566599766
SE0010468116,"Arjo AB, ser. B",Arjo AB (publ),5590928064
SE0010520155,ICTA AB,Rolling Optics Holding AB,5560565151
SE0010520254,K2A Knaust & Andersson Fastigh.,K2A Knaust & Andersson Fastigheter AB (publ),5569437600
SE0010520981,KappAhl AB,KappAhl AB,5566612312
SE0010573113,Ascelia Pharma AB,Ascelia Pharma AB,5565718797
SE0010599704,"Atvexa AB, ser. B",Atvexa AB,5567814024
SE0010600106,Infrea AB,Infrea AB,5565565289
SE0010714279,Corem Property Group AB ser.A,Corem Property Group AB,5564639440
SE0010714287,"Corem Property Group AB, ser. B",Corem Property Group AB,5564639440
SE0010714311,Corem Property Group AB Pref. sh,Corem Property Group AB,5564639440
SE0010769182,Empir  AB ser. B,mySafety Group AB,5563135309
SE0010820514,"NP3 Fastigheter AB, preference",NP3 Fastigheter AB,5567491963
SE0010820613,"Viking Supply Ships AB, ser. B",Viking Supply Ships AB,5561610113
SE0010832204,Cibus Nordic Real Estate AB,Cibus Nordic Real Estate AB (publ),5591350599
SE0010832287,"KlaraBo Sverige AB, ser. B",KlaraBo Sverige AB,5590292727
SE0010948588,Bygghemma Group First AB,BHG Group AB,5590770763
SE0010948711,Ovzon AB,Ovzon AB (publ),5590792650
SE0010949750,MrGreen & Co AB,Mr Green & Co AB,5568831449
SE0010985028,Green Landscaping Holding AB,Green Landscaping Group AB (publ),5567713465
SE0011090000,Holmen AB ser. A,Holmen AB,5560013301
SE0011090018,Holmen AB ser. B,Holmen AB,5560013301
SE0011090547,Beijer Alma AB ser. B,Beijer Alma AB,5562297480
SE0011115963,"Veoneer, Inc",Arriver Holdco Inc,6613527
SE0011166974,Fabege AB,Fabege AB,5560491523
SE0011204510,Nederman Holding AB,Nederman Holding AB,5565764205
SE0011205202,Vitrolife,Vitrolife AB,5563543452
SE0011231158,Boule Diagnostics AB,Boule Diagnostics AB,5565350252
SE0011256312,Eniro,Eniro Group AB,5565880936
SE0011309236,"FastPartner AB, preferensaktie",FastPartner AB,5562307867
SE0011337666,Projektengagemang Sweden AB,Projektengagemang Sweden AB,5563302602
SE0011337708,AAK AB,AAK AB (publ),5566692850
SE0011426428,Nyfosa AB,Nyfosa AB,5591310833
SE0011844091,"Samhällsbyggnbol. ,ser D",Samhallsbyggnadsbolaget I Norden AB,5569817660
SE0011870195,Lime Technologies AB,Lime Technologies AB (publ),5569532616
SE0012040459,Strax AB,Strax AB,5565397709
SE0012116390,"Nordic Entertainm Grp AB, ser B",Viaplay Group AB (publ),5591246847
SE0012141687,SkiStar AB ser. B,SkiStar AB,5560936949
SE0012257970,Stockwik Förvaltning AB,Stockwik Forvaltning AB,5562947845
SE0012323715,Karnov Group AB,Karnov Group AB (publ),5590169016
SE0012324226,"Nordic Entertainm Grp AB, ser A",Viaplay Group AB (publ),5591246847
SE0012454072,Avanza AB,Avanza Bank Holding AB,5562748458
SE0012454619,HiQ International AB,HiQ International AB,5565293205
SE0012481364,John Mattson Fastighetsföretagen,John Mattson Fastighetsforetagen publ AB,5568022858
SE0012673267,Evolution Gaming Group AB,Evolution AB (publ),5569945792
SE0012675361,"IRLAB Therapeutics AB, ser A",IRLAB Therapeutics AB,5569314692
SE0012729366,Troax Group AB,Troax Group AB (publ),5569164030
SE0012853455,EQT AB,EQT AB,5568494180
SE0013512506,"Fast Partner AB, ser. A",FastPartner AB,5562307867
SE0013512514,"Fastpartner AB, Ser D",FastPartner AB,5562307867
SE0013647385,"Cellink AB, ser. B",BICO Group AB,5590505052
SE0013719077,Qliro AB,Qliro AB,5569622441
SE0013720018,"Electrolux Prof. AB, ser A",Electrolux Professional AB (publ),5560030354
SE0013747870,"Electrolux Prof. AB, ser B",Electrolux Professional AB (publ),5560030354
SE0013748001,MQ Holding AB,MQ Holding AB,5566972211
SE0014186656,"NetEnt AB, ser. B",Evolution Services Sweden AB,5565326443
SE0014401378,AddLife AB,AddLife AB,5569958126
SE0014428835,VNV Global AB,VNV Global AB (publ),5566777917
SE0014453874,"Wästbygg Gruppen AB, ser. B",Wastbygg Gruppen AB (publ),5568785538
SE0014504817,Loomis AB ser. B,Loomis AB,5566208095
SE0014731089,Nordic Waterproofing Holding AB,Nordic Waterproofing Holding AB,5568393168
SE0014781795,"Addtech AB, ser. B",Addtech AB,5563029726
SE0014808838,Nordic Paper Holding AB,Nordic Paper Holding AB,5569141913
SE0014855292,Readly International AB,Readly International AB (publ),5569129553
SE0014960365,SWECO AB ser. A,Sweco AB (publ),5565429841
SE0014960373,SWECO AB ser. B,Sweco AB (publ),5565429841
SE0014990966,"Lagercrantz Group AB, ser. B",Lagercrantz Group AB,5562824556
SE0015192067,Nordnet AB,Nordnet AB (publ),5590736681
SE0015195771,Fasadgruppen Group AB,Fasadgruppen Group AB (publ),5591584122
SE0015221684,"Annehem Fastigheter AB, ser. B",Annehem Fastigheter AB (publ),5592209083
SE0015244520,BioInvent International AB,BioInvent International AB,5565377263
SE0015245535,Nelly Group AB,Nelly Group AB (publ),5560356940
SE0015346135,Stillfront Group AB,Stillfront Group AB (publ),5567213078
SE0015407382,Fastator AB,Fastator AB (publ),5566786645
SE0015483276,Cint Group AB,Cint Group AB (publ),5590403217
SE0015657788,ACQ Bure AB,Yubico AB,5592786668
SE0015658109,"Epiroc AB, Ser A",Epiroc AB,5560412149
SE0015658117,"Epiroc AB, Ser. B",Epiroc AB,5560412149
SE0015658364,Pierce Group AB,Pierce Group AB (publ),5569674392
SE0015660014,"Acrinova AB, ser. A",Acrinova AB (publ),5569840910
SE0015660030,"Acrinova AB, ser. B",Acrinova AB (publ),5569840910
SE0015661236,"Creades AB, ser. A",Creades publ AB,5568660723
SE0015671995,Hemnet Group AB,Hemnet Group AB (publ),5590884440
SE0015672282,Betsson B,Betsson AB,5560904251
SE0015810817,Arla Plast AB,Arla Plast AB,5561312611
SE0015811559,Boliden AB,Boliden AB,5560514142
SE0015811955,Investor AB ser. A,Investor AB,5560138298
SE0015811963,Investor AB ser. B,Investor AB,5560138298
SE0015812128,"Nordisk Bergteknik AB, ser. B",Nordisk Bergteknik AB (publ),5590592506
SE0015812219,Swedish Match AB,Swedish Match AB,5560150756
SE0015812417,Garo AB,Garo AB,5560517772
SE0015949201,"Lifco AB, ser. B",Lifco AB (publ),5564653185
SE0015949433,Linc AB,Linc AB,5562320811
SE0015949540,Aligro Planet Acquisition Comp A,Aligro Planet Acquisition Company AB,5593017261
SE0015949748,"Beijer Ref AB, ser.B",Beijer Ref AB (publ),5560408113
SE0015961222,ProAct IT Group AB,Proact IT Group AB,5564943446
SE0015961404,Sleep Cycle AB,Sleep Cycle AB (publ),5566147368
SE0015961594,"Corem Property Group AB, ser D",Corem Property Group AB,5564639440
SE0015961909,Hexagon AB ser. B,Hexagon AB,5561904771
SE0015962097,ITAB Shop Concept AB,ITAB Shop Concept AB,5562921089
SE0015962147,Profoto Holding AB,Profoto Holding AB (publ),5568109879
SE0015962477,Nolato AB ser. B,Nolato AB,5560804592
SE0015962485,RVRC Holding AB,RVRC Holding AB,5591294623
SE0015988019,NIBE Industrier AB ser. B,Nibe Industrier AB,5563748309
SE0015988373,Sedana Medical AB,Sedana Medical AB (publ),5566702519
SE0016074249,Mildef Group AB,MilDef Group AB,5568935414
SE0016075246,"tbd30 AB, Spac",Wall To Wall Group AB,5593098790
SE0016075337,OX2 AB,OX2 AB (publ),5566757497
SE0016075691,"Creaspac AB, Spac",Creaspac AB,5592717564
SE0016101679,"K-Fast Holding AB, Ser. B",K-Fast Holding AB,5568270390
SE0016101844,Sinch AB,Sinch AB (publ),5568828908
SE0016128151,VEF AB,Vef AB (publ),5592880362
SE0016276109,Rizzo Group AB,Rizzo Group AB,5565401493
SE0016278071,"Eniro Group AB, pref B",Eniro Group AB,5565880936
SE0016278303,Oscar Properties Holding AB,Oscar Properties Holding AB,5568704521
SE0016278311,"Oscar Properties AB, pref",Oscar Properties Holding AB,5568704521
SE0016278329,"Oscar Properties Holding AB, pre",Oscar Properties Holding AB,5568704521
SE0016589170,"Electrolux, AB ser. A",Electrolux AB,5560094178
SE0016589188,"Electrolux, AB ser. B",Electrolux AB,5560094178
SE0016609499,Systemair AB,Systemair AB,5561604108
SE0016609671,Cary Group Holding AB,Cary Group Holding AB,5590409388
SE0016785786,"Emilshus AB, ser. B",Fastighetsbolaget Emilshus AB,5591648752
SE0016785794,"Emilshus AB, preference",Fastighetsbolaget Emilshus AB,5591648752
SE0016787071,"Truecaller AB, ser. B",Truecaller AB,5592782774
SE0016797732,Storskogen Group AB,Storskogen Group AB (publ),5592238694
SE0016798417,Netel Holding AB,Netel Holding AB (publ),5593276263
SE0016798581,Byggfakta Group Nordic HoldCo AB,Hubexo Nordic HoldCo AB,5592627516
SE0016798763,CTEK AB,CTEK AB (publ),5592174659
SE0016829709,Synsam AB,Synsam AB (publ),5569463358
SE0017082548,Solid FörsäkringsAB,Solid FAB,5164018482
SE0017083272,"Nivika Fastigheter AB, ser B",Nivika Fastigheter AB (publ),5567353809
SE0017083983,Coala-life Group AB,Coala-Life Group AB (publ),5564954682
SE0017084759,Norva24 Group AB,Norva24 Group AB (publ),5592262553
SE0017105620,Tobii Dynavox AB,Dynavox Group AB,5569147563
SE0017131329,Odd Molly International AB,Logistea AB,5566276241
SE0017131337,"Logistea AB, ser. B",Logistea AB,5566276241
SE0017134125,Vestum AB,Vestum AB (publ),5565782496
SE0017160773,NCAB Group AB,NCAB Group AB (publ),5567330161
SE0017161243,Fortnox AB,Fortnox AB,5564696291
SE0017161441,Svolder AB ser. A,Svolder AB,5564692019
SE0017161458,Svolder AB ser. B,Svolder AB,5564692019
SE0017483506,Instalco AB,Instalco AB,5590158944
SE0017486889,"Atlas Copco AB, ser. A",Atlas Copco AB,5560142720
SE0017486897,Atlas Copco AB ser. B,Atlas Copco AB,5560142720
SE0017562523,"Momentum Group AB, ser. B",Momentum Group AB,5592660699
SE0017565476,"Swedish Logistic Property AB, se",Swedish Logistic Property AB,5591792873
SE0017615644,Alleima AB,Alleima AB,5592241433
SE0017766843,OEM International AB ser. B,OEM International AB,5561846691
SE0017769847,engcon AB,Engcon AB,5566471727
SE0017769995,BioGaia AB ser. B,Biogaia AB,5563808723
SE0017780133,"Wallenstam AB,  ser. B",Wallenstam AB,5560721523
SE0017831795,Collector Bank AB,Norion Bank AB,5565970513
SE0017832488,"Balder Fastighets AB, ser. B.",Fastighets AB Balder,5565256905
SE0017885767,Addnode Group AB ser. B,Addnode Group AB (publ),5562913185
SE0017911480,Heba Fastighets AB ser. B,HEBA Fastighets AB,5560573981
SE0018012486,Modern Times Group MTG AB ser. A,Modern Times Group MTG AB,5563099158
SE0018012494,Modern Times Group MTG AB ser. B,Modern Times Group MTG AB,5563099158
SE0018012635,Wihlborgs Fastigheter,Wihlborgs Fastigheter AB,5563670230
SE0018012932,"Bergs Timber AB, ser. B",Bergs Timber AB,5560522798
SE0018013658,"Trianon, FastighetsAB, ser.B",Fastighets AB Trianon,5561830281
SE0018013849,Precise Biometrics,Precise Biometrics AB,5565456596
SE0018014151,XANO Industri AB ser. B,XANO Industri AB,5560762055
SE0018040883,"FM Mattsson Mora Group AB, ser.",FM Mattsson AB (publ),5560510207
SE0018690059,Endomines AB,Endomines AB (publ),5566942974
