isin,company_name,org_perm_id,tax_id,hq_country,orgnr,method
SE0000514481,Im Maklarna AB,4296150653,,SE,,none
SE0000514515,Estinvest,4296378860,,SE,,none
SE0000514572,Petrosibir AB,5000002441,SE556468149101,SE,5564681491.0,lseg_taxid
SE0000514630,,,,,,none
SE0000514689,,,,,,none
SE0000519928,Centrecourt AB,4295890055,SE556546886401,SE,5565468864.0,lseg_taxid
SE0000520769,,,,,,none
SE0000523441,Castcom AB (publ),4295890149,,SE,,none
SE0000524191,Ballingslov International AB,4295890433,SE556556280701,SE,5565562807.0,lseg_taxid
SE0000524811,Ingman Glass AB,5001165002,SE556121848701,SE,5561218487.0,lseg_taxid
SE0000525057,Strawberry Properties AB,4295890186,SE556547607301,SE,5565476073.0,lseg_taxid
SE0000526626,Micro Systemation AB (publ),4296345132,SE556244305001,SE,5562443050.0,lseg_taxid
SE0000533440,Zeunerts i Norrland AB,4296137755,,SE,,none
SE0000535593,Skanditek Industriforvaltning AB,4295889857,,SE,,none
SE0000538258,Entra Data AB,4295890081,,SE,,none
SE0000538845,Naturkompaniet AB,4295890195,SE556433703701,SE,5564337037.0,lseg_taxid
SE0000538852,,,,,,none
SE0000540551,,,,,,none
SE0000542896,Skultuna Messingsbruk AB,4296225334,SE556029308501,SE,5560293085.0,lseg_taxid
SE0000544678,Persea AB,4295890163,SE556152240901,SE,5561522409.0,lseg_taxid
SE0000545311,Frango AB,4295890212,,SE,,none
SE0000545477,Eitech Electro AB,4295889759,SE556469073201,SE,5564690732.0,lseg_taxid
SE0000545626,Forterro Sweden AB,4295890200,SE556343421501,SE,5563434215.0,lseg_taxid
SE0000547929,,,,,,none
SE0000549412,Kungsleden AB,4295890224,SE556545121701,SE,5565451217.0,lseg_taxid
SE0000552697,Hitachi Energy Sweden AB,4295890052,SE556029702901,SE,5560297029.0,lseg_taxid
SE0000552705,Hitachi Energy Sweden AB,4295890052,SE556029702901,SE,5560297029.0,lseg_taxid
SE0000556292,,,,,,none
SE0000558173,Netwise AB,4295890184,,SE,,none
SE0000558470,,,,,,none
SE0000561623,Electrolux AB,4295890022,,SE,5560308313.0,name_matching
SE0000561821,Sorb Industri AB,4295890204,SE556272528201,SE,5562725282.0,lseg_taxid
SE0000564155,Tpc Security AB,4295890157,,SE,,none
SE0000565210,Midsona AB,4295890221,SE556241532201,SE,5562415322.0,lseg_taxid
SE0000565228,Midsona AB,4295890221,SE556241532201,SE,5562415322.0,lseg_taxid
SE0000567539,PION Group AB,4295890234,SE556447991201,SE,5564479912.0,lseg_taxid
SE0000567729,,,,,,none
SE0000567752,Novotek AB,4295890248,SE556060944701,SE,5560609447.0,lseg_taxid
SE0000571275,Skribo Font AB (publ),4296987004,,SE,,none
SE0000571416,,,,,,none
SE0000577025,Swedmach Logistics AB,4296150428,SE556614793901,SE,5566147939.0,lseg_taxid
SE0000577199,Swedish Match Industries AB,4298317882,SE556005025301,SE,5560050253.0,lseg_taxid
SE0000579591,Autofill AB,4295890213,,SE,,none
SE0000582603,Availo AB,4295890031,SE556330305501,SE,5563303055.0,lseg_taxid
SE0000584948,Clas Ohlson AB,4295890258,SE556035867201,SE,5560358672.0,lseg_taxid
SE0000585960,Connecta AB,4295890239,,SE,,none
SE0000588147,Nordea Bank AB,5000062056,,SE,,none
SE0000590416,Perbio Science AB,4295890231,,SE,,none
SE0000592339,,,,,,none
SE0000592677,,,,,,none
SE0000594038,Net Capital B,4296986992,,SE,,none
SE0000601544,Friluftsbolaget Ekelund & Sagner AB,4295890179,,SE,,none
SE0000610354,,,,,,none
SE0000614695,Din Bostad Sverige AB,4295890075,SE556541189801,SE,5565411898.0,lseg_taxid
SE0000615858,Jotunfjell Partners AB,4295890376,,SE,,none
SE0000616716,Duni AB,4295889939,SE556536748801,SE,5565367488.0,lseg_taxid
SE0000619181,CareDx International AB,4296273226,,SE,,none
SE0000619496,Eplay,4296362812,,SE,,none
SE0000622656,HQ AB,8589934279,SE556573565001,SE,5565735650.0,lseg_taxid
SE0000625568,Abb Ltd,4295890743,CHE-101.049.653 MWST,CH,,none
SE0000628984,Reguard AB,4295890461,,SE,,none
SE0000634040,Pharmacia LLC,4296488045,209449968,US,,none
SE0000634321,Broadridge Trading and Connectivity Solutions AB,4295890187,SE556313458301,SE,5563134583.0,lseg_taxid
SE0000635401,,,,,,none
SE0000640369,Vision Park Entertainment AB,4295890349,,SE,,none
SE0000641151,Svithoid Tankers AB,4296988902,,,,none
SE0000646606,Dagon AB,4295890144,SE556431006701,SE,5564310067.0,lseg_taxid
SE0000648115,Axfood AB,4295890126,SE556542082401,SE,5565420824.0,lseg_taxid
SE0000652216,ICA Gruppen AB,4295889903,SE556048283701,SE,5560482837.0,lseg_taxid
SE0000653230,Studsvik AB,4295889859,SE556501099701,SE,5565010997.0,lseg_taxid
SE0000653404,Bluemarx AB,4295890137,,SE,,none
SE0000653495,Nordic Holding Sverige AB (publ),4297122440,,SE,,none
SE0000653628,Gamers Paradise Holding AB,4297097670,,SE,,none
SE0000657140,NetOnNet AB,4295890145,SE556520413701,SE,5565204137.0,lseg_taxid
SE0000667875,,,,,,none
SE0000667891,Sandvik AB,4295890065,,SE,,none
SE0000667925,Telia Company AB,4295890327,SE556103424901,SE,5561034249.0,lseg_taxid
SE0000670580,,,,,,none
SE0000671711,Ependion AB,4295890355,SE556025185101,SE,5560251851.0,lseg_taxid
SE0000671810,Decerno City AB,4295890143,,SE,,none
SE0000672040,Coldator FreshCool International AB,4297896277,,SE,,none
SE0000672115,,,,,,none
SE0000672354,Axis AB,4295890374,SE556241106501,SE,5562411065.0,lseg_taxid
SE0000673907,Scandinavia Online AB,4295890357,,SE,,none
SE0000673998,Mind AB,4295890367,SE556582805901,SE,5565828059.0,lseg_taxid
SE0000674509,Knowit Connectivity AB,4295890358,SE556254067301,SE,5562540673.0,lseg_taxid
SE0000678328,I.A.R. Systems AB,4295890370,SE556230710701,SE,5562307107.0,lseg_taxid
SE0000680902,,,,,,none
SE0000683484,CellaVision AB,4296775506,SE556500099801,SE,5565000998.0,lseg_taxid
SE0000683757,Human Care HC AB (publ),4295890394,SE556494633201,SE,5564946332.0,lseg_taxid
SE0000684664,Turkronan B,4296364889,,SE,,none
SE0000689986,Johnson Pump International AB,4295890219,,SE,,none
SE0000695645,Jobline International AB,4295890170,,SE,,none
SE0000695876,Alfa Laval AB,4295890323,SE556587805401,SE,5565878054.0,lseg_taxid
SE0000696841,Metro International SA,4295882978,,LU,,none
SE0000696858,Metro International SA,4295882978,,LU,,none
SE0000698268,Hemtex AB,4295890457,SE556132705601,SE,5561327056.0,lseg_taxid
SE0000702169,Knowit Group Sverige AB,4295890243,SE556544652201,SE,5565446522.0,lseg_taxid
SE0000702177,AB Custos,4295890276,,SE,,none
SE0000706913,BTN Forvaltning AB,4295890162,,SE,,none
SE0000708620,Audiodev AB,4295890177,,SE,,none
SE0000718017,,,,,,none
SE0000718199,Capio AB (publ),4295890165,SE556706444801,SE,5567064448.0,lseg_taxid
SE0000718751,Eitech Electro AB,4295889759,SE556469073201,SE,5564690732.0,lseg_taxid
SE0000721433,Proact IT Sweden AB,4295890181,SE556328275401,SE,5563282754.0,lseg_taxid
SE0000722365,Vivesto AB,4296177203,SE556332667601,SE,5563326676.0,lseg_taxid
SE0000725624,JLT Mobile Computers AB (publ),4295890103,SE556239407101,SE,5562394071.0,lseg_taxid
SE0000731770,Ludvika Mining AB,4295890436,,SE,,none
SE0000736415,Orexo AB,4295890191,SE556500060001,SE,5565000600.0,lseg_taxid
SE0000739286,Alliance Oil Company Ltd,5041081940,,BM,,none
SE0000767188,,,,,,none
SE0000769044,Cellpoint Inc,4295912802,522032380,SE,,none
SE0000772956,,,,,,none
SE0000789711,,,,,,none
SE0000795411,Renewable Energy In Sweden,4297852638,,SE,,none
SE0000798829,Victoriahem Fastigheter AB,8589934307,SE556498944901,SE,5564989449.0,lseg_taxid
SE0000799827,Carnegie Fonder AB,5000071988,SE556266604901,SE,5562666049.0,lseg_taxid
SE0000805426,BTS Group AB,4295890475,SE556566711901,SE,5565667119.0,lseg_taxid
SE0000805574,,,,,,none
SE0000806994,JM AB,4295889959,,SE,5560312596.0,name_matching
SE0000808370,,,,,,none
SE0000808396,,,,,,none
SE0000809741,Epsilon AB,4295889924,,SE,,none
SE0000809881,Declam AB,4295890037,,,,none
SE0000816043,,,,,,none
SE0000818023,Transcom Worldwide AB,5043342310,SE556880127701,SE,5568801277.0,lseg_taxid
SE0000818031,Transcom Worldwide AB,5043342310,SE556880127701,SE,5568801277.0,lseg_taxid
SE0000818569,,,,,,none
SE0000825820,Orron Energy AB,4295890400,SE556610805501,SE,5566108055.0,lseg_taxid
SE0000835217,Sigma Nexer AB,4295890460,SE556347544001,SE,5563475440.0,lseg_taxid
SE0000856999,Stavrullen Finans AB (publ),4295890292,SE556125585101,SE,5561255851.0,lseg_taxid
SE0000857369,Invuo Technologies AB,4297625544,SE556610266001,SE,5566102660.0,lseg_taxid
SE0000862997,Billerud AB (publ),4295890183,SE556025500101,SE,5560255001.0,lseg_taxid
SE0000869646,,,,,,none
SE0000872095,Swedish Orphan Biovitrum AB (publ),4295889856,SE556038932101,SE,5560389321.0,lseg_taxid
SE0000891798,,,,,,none
SE0000901779,Vostok Energo Investment Sdb,4296053076,,SE,,none
SE0000936478,Intrum AB,4295890466,SE556607758101,SE,5566077581.0,lseg_taxid
SE0000937674,ACAP Invest AB,4296415908,SE556087783801,SE,5560877838.0,lseg_taxid
SE0000937682,ACAP Invest AB,4296415908,SE556087783801,SE,5560877838.0,lseg_taxid
SE0000949331,Nobia AB,4295890455,SE556528275201,SE,5565282752.0,lseg_taxid
SE0000950636,,,,,,none
SE0000950982,SinterCast AB,4295890000,SE556233649401,SE,5562336494.0,lseg_taxid
SE0000957979,Corem Kelly AB,4295890109,SE556482583301,SE,5564825833.0,lseg_taxid
SE0000957987,,,,,,none
SE0000961724,Connecta AB,4295890239,,SE,,none
SE0001048984,BioPhausia AB,4295890105,SE556485015301,SE,5564850153.0,lseg_taxid
SE0001097031,Kamstrup AB,4295890127,SE556436489001,SE,5564364890.0,lseg_taxid
SE0001104209,,,,,,none
SE0001105487,Brinova Fastigheter AB,4295889888,,SE,,none
SE0001105511,ZetaDisplay AB,4297313746,SE556603443401,SE,5566034434.0,lseg_taxid
SE0001116021,,,,,,none
SE0001121617,,,,,,none
SE0001124421,Altima AB,4296997979,,SE,,none
SE0001131269,Seliro AB,4298014980,SE556537581201,SE,5565375812.0,lseg_taxid
SE0001134529,Lundin Mining Corp,5000000011,898434881RC0003,CA,,none
SE0001134537,Tanganyika Oil Co Ltd,4295862988,101818474RC0001,CA,,none
SE0001137985,Active Biotech AB publ,4295889837,SE556223922701,SE,5562239227.0,lseg_taxid
SE0001159344,,,,,,none
SE0001161530,Acando Solutions AB,4295889989,,SE,,none
SE0001161654,Note AB (publ),4295890034,SE556408877001,SE,5564088770.0,lseg_taxid
SE0001174889,Oriflame Cosmetics SA,4295883011,,LU,,none
SE0001174970,Millicom International Cellular SA,4295882985,,LU,,none
SE0001176298,,,,,,none
SE0001180423,,,,,,none
SE0001192485,,,,,,none
SE0001198714,,,,,,none
SE0001200015,Invisio AB,4297246563,SE556651098701,SE,5566510987.0,lseg_taxid
SE0001207606,Ainax AB,4295890465,,,,none
SE0001210329,Envirosation AB,4296964697,SE556662180001,SE,5566621800.0,lseg_taxid
SE0001230061,Graninge AB,4295889869,SE556670253501,SE,5566702535.0,lseg_taxid
SE0001280355,Probi AB,4295890448,SE556417754001,SE,5564177540.0,lseg_taxid
SE0001283607,Uniflex AB,4298015047,SE556462088701,SE,5564620887.0,lseg_taxid
SE0001289190,,,,,,none
SE0001306119,ADDvise Group AB (publ),4295890321,SE556363211501,SE,5563632115.0,lseg_taxid
SE0001336983,Bostads Drott AB,4295890332,,,,none
SE0001338039,FormPipe Software AB,4297268809,SE556668660501,SE,5566686605.0,lseg_taxid
SE0001413600,,,,,,none
SE0001447723,Gunnebo Industrier AB,4295889917,SE556324918301,SE,5563249183.0,lseg_taxid
SE0001449380,Mangold AB,5000824333,SE556628540801,SE,5566285408.0,lseg_taxid
SE0001471103,Transmode AB,5001078903,SE556588910101,SE,5565889101.0,lseg_taxid
SE0001493693,Bryggpipan AB,4295889930,,SE,,none
SE0001493776,,,,,,none
SE0001511031,,,,,,none
SE0001512088,Bulten Holding AB,4295889780,SE556224089401,SE,5562240894.0,lseg_taxid
SE0001515552,Indutrade AB,4295890290,SE556017936701,SE,5560179367.0,lseg_taxid
SE0001552357,TradeDoubler AB,4295890304,SE556575742301,SE,5565757423.0,lseg_taxid
SE0001572520,Elon AB (publ),4297514392,SE556065405401,SE,5560654054.0,lseg_taxid
SE0001582651,,,,,,none
SE0001625534,Bredband2 Allmanna IT AB,4297738481,SE556626240701,SE,5566262407.0,lseg_taxid
SE0001629288,Sagax AB,4295890156,SE556520002801,SE,5565200028.0,lseg_taxid
SE0001630880,,,,,,none
SE0001634262,Dios Fastigheter AB,4295889799,SE556501177101,SE,5565011771.0,lseg_taxid
SE0001662222,Husqvarna AB,4295890395,SE556000533101,SE,5560005331.0,lseg_taxid
SE0001662230,Husqvarna AB,4295890395,SE556000533101,SE,5560005331.0,lseg_taxid
SE0001664210,Gant Company AB,4295890449,SE556600448601,SE,5566004486.0,lseg_taxid
SE0001664707,Catena AB,4295890481,SE556294171501,SE,5562941715.0,lseg_taxid
SE0001672809,,,,,,none
SE0001696683,Opus Group AB (publ),4298014981,SE556390606301,SE,5563906063.0,lseg_taxid
SE0001733841,Swedol AB,4297631334,SE556127618801,SE,5561276188.0,lseg_taxid
SE0001739053,Franco Frankerings Intressenter AB,5001160339,,SE,,none
SE0001775479,,,,,,none
SE0001785197,Niscayah Group AB,4295889788,SE556436626701,SE,5564366267.0,lseg_taxid
SE0001785270,Melker Schorling AB,4295890375,SE556560530901,SE,5565605309.0,lseg_taxid
SE0001789306,,,,,,none
SE0001803131,,,,,,none
SE0001823303,,,,,,none
SE0001824004,G5 Entertainment AB (publ),4297808296,SE556680887801,SE,5566808878.0,lseg_taxid
SE0001824103,,,,,,none
SE0001826215,SCA Estonian Forests AB,4295890297,SE556726465901,SE,5567264659.0,lseg_taxid
SE0001835588,,,,,,none
SE0001852211,,,,,,none
SE0001852419,Lindab International AB,5000073371,SE556606544601,SE,5566065446.0,lseg_taxid
SE0001857533,Radisson Hospitality AB,4298364841,SE556674096401,SE,5566740964.0,lseg_taxid
SE0001882291,,,,,,none
SE0001915190,,,,,,none
SE0001956293,Gambro AB,4295889755,,SE,5560280942.0,name_matching
SE0001956301,,,,,,none
SE0001965369,NAXS AB (publ),4298052334,SE556712297201,SE,5567122972.0,lseg_taxid
SE0001965435,Fabege Isak AB,4295890009,SE556542770401,SE,5565427704.0,lseg_taxid
SE0001966656,,,,,,none
SE0001989252,,,,,,none
SE0001991670,,,,,,none
SE0002000083,,,,,,none
SE0002016352,C Rad AB,4295890412,SE556663917401,SE,5566639174.0,lseg_taxid
SE0002017657,,,,,,none
SE0002026179,,,,,,none
SE0002056721,,,,,,none
SE0002060863,BlackPearl Resources Inc (Pre-Reincorporation),4295862912,102834090RC0002,CA,,none
SE0002084343,,,,,,none
SE0002091496,Peab Industri AB,4295889890,SE556594955801,SE,5565949558.0,lseg_taxid
SE0002095604,Arise AB,5000263125,SE556274672601,SE,5562746726.0,lseg_taxid
SE0002105601,,,,,,none
SE0002109330,,,,,,none
SE0002110064,Meko AB,4295890369,SE556392197101,SE,5563921971.0,lseg_taxid
SE0002133975,,,,,,none
SE0002136242,,,,,,none
SE0002148817,Hansa Biopharma AB,4298014997,SE556734535901,SE,5567345359.0,lseg_taxid
SE0002158568,,,,,,none
SE0002160010,TV4 AB,4295889965,SE556242715201,SE,5562427152.0,lseg_taxid
SE0002174490,AB Custos,4295890276,,SE,,none
SE0002180539,Avega Group AB,4298015034,SE556601188701,SE,5566011887.0,lseg_taxid
SE0002190926,Karolinska Development AB,4298129740,SE556707504801,SE,5567075048.0,lseg_taxid
SE0002216713,Victoriahem AB,4298014993,SE556695073801,SE,5566950738.0,lseg_taxid
SE0002253385,,,,,,none
SE0002257402,,,,,,none
SE0002367797,,,,,,none
SE0002402701,Ework Group AB,4298072806,SE556587870801,SE,5565878708.0,lseg_taxid
SE0002452623,,,,,,none
SE0002469312,Ricoh Sverige Holding AB,4298011096,,SE,,none
SE0002478776,Senzime AB (publ),4298015323,SE556565573401,SE,5565655734.0,lseg_taxid
SE0002571539,DGC One AB,4298015254,SE556624173201,SE,5566241732.0,lseg_taxid
SE0002575340,Abliva AB,4298051839,SE556595653801,SE,5565956538.0,lseg_taxid
SE0002579912,GHP Specialty Care AB,4295897716,,SE,,none
SE0002583195,Telelogic AB,4295890202,,,,none
SE0002591420,Tobii AB,4297843251,SE556613965401,SE,5566139654.0,lseg_taxid
SE0002591651,,,,,,none
SE0002591743,,,,,,none
SE0002626861,Cloetta AB,5000075020,SE556308814401,SE,5563088144.0,lseg_taxid
SE0002683557,,,,,,none
SE0002687749,Swedbank AB,8589934289,,SE,,none
SE0002727180,SalusAnsvar AB,4295890122,,SE,,none
SE0002870873,Verisure Group AB,4295889868,SE556222901201,SE,5562229012.0,lseg_taxid
SE0003207141,Broadridge Trading and Connectivity Solutions AB,4295890187,SE556313458301,SE,5563134583.0,lseg_taxid
SE0003208792,,,,,,none
SE0003210590,Arbona AB (publ),4295890237,SE556541886901,SE,5565418869.0,lseg_taxid
SE0003303460,,,,,,none
SE0003303627,Byggmax Group AB,4298314275,SE556656353101,SE,5566563531.0,lseg_taxid
SE0003366871,SAS AB,4295890190,SE556606849901,SE,5566068499.0,lseg_taxid
SE0003421544,,,,,,none
SE0003491562,Episurf Medical AB,5001169059,SE556767054101,SE,5567670541.0,lseg_taxid
SE0003613090,,,,,,none
SE0003652163,,,,,,none
SE0003689983,,,,,,none
SE0003756758,Sdiptech AB (publ),5035397007,SE556672489301,SE,5566724893.0,lseg_taxid
SE0003815604,Egetis Therapeutics AB (publ),4297630316,SE556706672401,SE,5567066724.0,lseg_taxid
SE0003849223,Bulten AB,4298314986,SE556668214101,SE,5566682141.0,lseg_taxid
SE0003909282,Dedicare AB (publ),4298314558,SE556516150101,SE,5565161501.0,lseg_taxid
SE0003917798,Sivers Semiconductors AB,5001436308,SE556383934801,SE,5563839348.0,lseg_taxid
SE0003949973,Fastighets AB Balder,4295890203,,SE,,none
SE0003950864,Concentric AB,5035166756,SE556828499501,SE,5568284995.0,lseg_taxid
SE0004390037,Corem Kelly AB,4295890109,SE556482583301,SE,5564825833.0,lseg_taxid
SE0004390516,,,,,,none
SE0004633956,,,,,,none
SE0004635878,Sagax AB,4295890156,SE556520002801,SE,5565200028.0,lseg_taxid
SE0004777241,TSR Noisiver 7 AB,5035418235,,SE,,none
SE0004840718,Xvivo Perfusion AB,5036197319,SE556561042401,SE,5565610424.0,lseg_taxid
SE0004949691,Alliance Oil Company Ltd (Pre-Merger),4295890208,,RU,,none
SE0004977692,Platzer Fastigheter Holding AB (publ),5000471391,SE556746643701,SE,5567466437.0,lseg_taxid
SE0005003654,,,,,,none
SE0005034550,Neobo Fastigheter AB (publ),4295889819,SE556580252601,SE,5565802526.0,lseg_taxid
SE0005095601,,,,,,none
SE0005096369,Oscar Properties Holding AB,5040045786,,SE,,none
SE0005126729,PA Resources AB,4295890269,,SE,,none
SE0005126885,Tribona AB,5038052375,SE556870464601,SE,5568704646.0,lseg_taxid
SE0005127818,Sagax AB,4295890156,SE556520002801,SE,5565200028.0,lseg_taxid
SE0005127875,,,,,,none
SE0005137031,,,,,,none
SE0005188349,,,,,,none
SE0005188471,,,,,,none
SE0005189347,,,,,,none
SE0005190220,Tele2 AB,4295890035,SE556410891701,SE,5564108917.0,lseg_taxid
SE0005190238,Tele2 AB,4295890035,SE556410891701,SE,5564108917.0,lseg_taxid
SE0005191426,,,,,,none
SE0005191475,,,,,,none
SE0005191806,,,,,,none
SE0005217320,,,,,,none
SE0005217379,,,,,,none
SE0005222841,Ratos AB,4295889824,SE556008358501,SE,5560083585.0,lseg_taxid
SE0005223674,,,,,,none
SE0005223773,,,,,,none
SE0005250487,Victoriahem AB,4298014993,SE556695073801,SE,5566950738.0,lseg_taxid
SE0005392529,,,,,,none
SE0005397106,,,,,,none
SE0005454873,Nanologica AB (publ),5036353961,SE556664502301,SE,5566645023.0,lseg_taxid
SE0005468717,Ferronordic AB,5037614167,SE556748795301,SE,5567487953.0,lseg_taxid
SE0005498557,,,,,,none
SE0005568136,,,,,,none
SE0005594728,Victoriahem Fastigheter AB,8589934307,SE556498944901,SE,5564989449.0,lseg_taxid
SE0005676160,Arcam AB,4295890444,SE556539535601,SE,5565395356.0,lseg_taxid
SE0005677135,,,,,,none
SE0005704053,SAS AB,4295890190,SE556606849901,SE,5566068499.0,lseg_taxid
SE0005704129,,,,,,none
SE0005731171,Hemfosa Fastigheter,,,,,none
SE0005757267,Recipharm AB,4297907825,SE556498842501,SE,5564988425.0,lseg_taxid
SE0005794617,Saniona AB,5041982010,SE556962534501,DK,5569625345.0,lseg_taxid
SE0005849437,,,,,,none
SE0005851268,,,,,,none
SE0005851706,IAR Systems Group AB,4295890225,SE556400720001,SE,5564007200.0,lseg_taxid
SE0005851748,,,,,,none
SE0005876943,,,,,,none
SE0005876968,,,,,,none
SE0005877271,,,,,,none
SE0005878543,Hanza AB,5043315757,SE556748839901,SE,5567488399.0,lseg_taxid
SE0005878741,Bactiguard Holding AB,5037131306,SE556822118701,SE,5568221187.0,lseg_taxid
SE0005932795,Victoriahem AB,4298014993,SE556695073801,SE,5566950738.0,lseg_taxid
SE0005935558,,,,,,none
SE0005936911,,,,,,none
SE0005991411,Besqab Bostadsutveckling AB,5037624021,SE556693888101,SE,5566938881.0,lseg_taxid
SE0005992567,,,,,,none
SE0005992831,Starbreeze AB,4295890484,SE556551893201,SE,5565518932.0,lseg_taxid
SE0005999760,Scandi Standard AB (publ),5040249601,SE556921062701,SE,5569210627.0,lseg_taxid
SE0005999778,Com Hem Holding AB,5036354857,SE556858661301,SE,5568586613.0,lseg_taxid
SE0005999836,Afry AB,4295889760,SE556120647401,SE,5561206474.0,lseg_taxid
SE0006055257,,,,,,none
SE0006091997,Immunovia AB (publ),5035541429,SE556730429901,SE,5567304299.0,lseg_taxid
SE0006143129,Berner Industrier AB,5043336791,SE556026366601,SE,5560263666.0,lseg_taxid
SE0006168316,Transcom Worldwide AB,5043342310,SE556880127701,SE,5568801277.0,lseg_taxid
SE0006168530,,,,,,none
SE0006220018,Inwido AB (publ),4297099430,SE556633382801,SE,5566333828.0,lseg_taxid
SE0006288015,Granges AB,4295890016,SE556001612201,SE,5560016122.0,lseg_taxid
SE0006342333,NP3 Fastigheter AB,5037586721,SE556749196301,SE,5567491963.0,lseg_taxid
SE0006370730,,,,,,none
SE0006371126,Cantargia AB,5035526164,SE556791601901,SE,5567916019.0,lseg_taxid
SE0006421871,Image Systems AB,4297082859,SE556319404101,SE,5563194041.0,lseg_taxid
SE0006422390,Thule Group AB,5034837851,SE556770631101,SE,5567706311.0,lseg_taxid
SE0006425401,,,,,,none
SE0006425419,,,,,,none
SE0006425484,,,,,,none
SE0006425815,Powercell Sweden AB (publ),5001164600,SE556759835301,SE,5567598353.0,lseg_taxid
SE0006509949,Eltel AB,4298548174,SE556728665201,SE,5567286652.0,lseg_taxid
SE0006543344,Stendorren Fastigheter AB,5001439528,SE556825474101,SE,5568254741.0,lseg_taxid
SE0006543740,,,,,,none
SE0006593901,Corem Kelly AB,4295890109,SE556482583301,SE,5564825833.0,lseg_taxid
SE0006593919,Corem Kelly AB,4295890109,SE556482583301,SE,5564825833.0,lseg_taxid
SE0006593927,Corem Kelly AB,4295890109,SE556482583301,SE,5564825833.0,lseg_taxid
SE0006625471,Dustin Group AB,5000588863,SE556703306201,SE,5567033062.0,lseg_taxid
SE0006732392,,,,,,none
SE0006758348,Sdiptech AB (publ),5035397007,SE556672489301,SE,5566724893.0,lseg_taxid
SE0006758587,Transtema Group AB,5045946396,SE556988041101,SE,5569880411.0,lseg_taxid
SE0006826046,,,,,,none
SE0006852075,K2A Knaust & Andersson Fastigheter AB (publ),5045821131,SE556943760001,SE,5569437600.0,lseg_taxid
SE0006886727,,,,,,none
SE0006886750,,,,,,none
SE0006886768,,,,,,none
SE0006887063,Hoist Finance AB (publ),4295889832,SE556012848901,SE,5560128489.0,lseg_taxid
SE0006963682,,,,,,none
SE0006964508,,,,,,none
SE0006965216,NOBA Group AB (publ),5046043399,SE556993248501,SE,5569932485.0,lseg_taxid
SE0006965240,,,,,,none
SE0006992335,,,,,,none
SE0006993770,Axfood AB,4295890126,SE556542082401,SE,5565420824.0,lseg_taxid
SE0006993986,,,,,,none
SE0007047717,,,,,,none
SE0007048012,,,,,,none
SE0007048020,Collector AB,4298314424,,SE,,none
SE0007074281,Hexpol AB,4298015145,SE556108963101,SE,5561089631.0,lseg_taxid
SE0007074505,Magnolia Bostad AB,5042261340,SE556797707801,SE,5567977078.0,lseg_taxid
SE0007074828,,,,,,none
SE0007074844,,,,,,none
SE0007075056,Eolus AB (publ),4298121615,SE556389395601,SE,5563893956.0,lseg_taxid
SE0007100342,Nilorngruppen AB,4295890173,SE556322378201,SE,5563223782.0,lseg_taxid
SE0007100359,Pandox AB,4295890111,SE556030788501,SE,5560307885.0,lseg_taxid
SE0007100581,Assa Abloy AB,4295890339,SE556059357501,SE,5560593575.0,lseg_taxid
SE0007100599,Svenska Handelsbanken AB,8589934190,,SE,,none
SE0007100607,Svenska Handelsbanken AB,8589934190,,SE,,none
SE0007126115,Hemfosa Fastigheter AB,5000156016,SE556917437701,SE,5569174377.0,lseg_taxid
SE0007126123,Hemfosa Fastigheter AB,5000156016,SE556917437701,SE,5569174377.0,lseg_taxid
SE0007157763,Bilia AB,4295889806,SE556112569001,SE,5561125690.0,lseg_taxid
SE0007158829,Coor Service Management Holding AB,5046048301,SE556742080601,SE,5567420806.0,lseg_taxid
SE0007158910,Alimak Group AB (publ),5046048838,SE556714185701,SE,5567141857.0,lseg_taxid
SE0007158928,Starbreeze AB,4295890484,SE556551893201,SE,5565518932.0,lseg_taxid
SE0007184189,Genova Property Group AB,5047820438,,SE,,none
SE0007185418,Nobina AB,4296849849,SE556576456901,SE,5565764569.0,lseg_taxid
SE0007185681,Capio AB (publ),4295890165,SE556706444801,SE,5567064448.0,lseg_taxid
SE0007192018,VEF Ltd,5045949777,,BM,,none
SE0007277876,Wise Group AB,4297853907,SE556686357601,SE,5566863576.0,lseg_taxid
SE0007278841,Tornskogens fastighetsforvaltning i Solna AB,4298316778,SE556669415301,SE,5566694153.0,lseg_taxid
SE0007278965,,,,,,none
SE0007306162,,,,,,none
SE0007306188,,,,,,none
SE0007331608,,,,,,none
SE0007439112,,,,,,none
SE0007464888,Karo Healthcare AB,4295890114,SE556309335901,SE,5563093359.0,lseg_taxid
SE0007491105,Nordic Mines AB (publ),4298015258,SE556679121501,SE,5566791215.0,lseg_taxid
SE0007491303,Bravida Holding AB,5040035573,SE556891539001,SE,5568915390.0,lseg_taxid
SE0007526132,Genova Property Group AB,5047820438,,SE,,none
SE0007577895,Vicore Pharma Holding AB,5035429047,SE556680380401,SE,5566803804.0,lseg_taxid
SE0007578026,Fastator AB (publ),5035521205,SE556678664501,SE,5566786645.0,lseg_taxid
SE0007603493,,,,,,none
SE0007640156,Scandic Hotels Group AB,5042957431,SE556703170201,SE,5567031702.0,lseg_taxid
SE0007665823,Resurs Holding AB (publ),4297847546,SE556898229101,SE,5568982291.0,lseg_taxid
SE0007666110,Attendo AB (publ),5047747863,SE559026788501,SE,5590267885.0,lseg_taxid
